,movie_id,title,release_date,genre_ids,vote_avg,vote_count,Total_Rev,Domestic_Rev,Foreign_Rev,Foreign_Percent,Domestic_Percent
405,466410,Who We Are Now,2018-05-25,Drama,5.6,14,19128,19128,0,100.0,0.0
406,466874,Mother,2018-03-10,Drama,7.7,3,25919,18762,7157,72.4,27.6
407,467632,Bad Samaritan,2018-05-04,Thriller,6.7,253,4623836,3435047,1188789,74.3,25.7
408,467660,Unsane,2018-03-23,Horror,6.2,799,14293601,7732899,6560702,54.1,45.9
409,467917,A Kid Like Jake,2018-06-01,Drama,6.2,47,60784,58403,2381,96.1,3.9
410,467936,The Children Act,2018-09-14,Drama,6.6,326,17696794,547750,17149044,3.1,96.9
411,467938,Revenge,2018-05-11,Action,6.3,819,913331,102091,811240,11.2,88.8
412,467952,The Catcher Was a Spy,2018-06-22,Drama,6.3,84,953953,725223,228730,76.0,24.0
413,468210,Sweet Country,2018-04-06,Drama,6.7,74,1847693,104297,1743396,5.6,94.4
414,468287,Hannah,2018-03-09,Drama,5.9,29,43016528,14837422,28179106,34.5,65.5
416,468735,Madeline's Madeline,2018-08-10,Drama,6.3,36,197309,185576,11733,94.1,5.9
417,469062,Scotty and the Secret History of Hollywood,2018-07-27,Documentary,6.7,13,461689,461689,0,100.0,0.0
418,469721,The Cured,2018-02-23,Drama,5.5,139,323776,26630,297146,8.2,91.8
419,470044,The Hate U Give,2018-10-19,Crime,8.3,850,34934009,29719483,5214526,85.1,14.9
420,470333,Hearts Beat Loud,2018-06-08,Comedy,7.4,109,2417165,2386251,30914,98.7,1.3
421,470398,Muse,2018-09-09,Drama,5.7,5,759626,148505,611121,19.5,80.5
422,470819,Jane,2017-10-05,Documentary,7.8,46,380030,380030,0,100.0,0.0
423,470878,I Can Only Imagine,2018-03-16,Comedy,7.5,188,86022265,83482352,2539913,97.0,3.0
424,470894,At First Light,2018-03-10,Science Fiction,6.0,51,26338,3292,23046,12.5,87.5
425,470918,Beast,2018-05-11,Crime,6.8,104,653755901,159555901,494200000,24.4,75.6
427,471429,Blue Iguana,2018-08-24,Action,6.4,36,41050,0,41050,0.0,100.0
428,471507,Destroyer,2018-12-25,Action,6.0,290,5580940,1533324,4047616,27.5,72.5
429,471856,Non-Fiction,2018-09-01,Comedy,5.5,83,3618888,704919,2913969,19.5,80.5
430,472226,Blood Fest,2018-03-09,Comedy,5.4,79,122833,82774,40059,67.4,32.6
431,472451,Boy Erased,2018-11-02,Drama,7.2,602,11853081,6788692,5064389,57.3,42.7
432,472553,Zoo,2018-06-08,War,6.3,23,8998,8998,0,100.0,0.0
433,472608,The Final Year,2018-01-19,Documentary,7.4,21,262286,191900,70386,73.2,26.8
434,472805,Outside In,2018-03-30,Drama,6.6,27,68492,68492,0,100.0,0.0
435,473149,Traffik,2018-04-20,Thriller,5.8,191,9515914,9186156,329758,96.5,3.5
436,473262,"Nico, 1988",2018-07-04,Drama,7.2,43,83558,73304,10254,87.7,12.3
437,474335,Uncle Drew,2018-06-29,Comedy,6.5,249,46664414,42469946,4194468,91.0,9.0
438,474392,Samson,2018-02-16,Action,5.3,83,4873825,4719928,153897,96.8,3.2
440,474395,Teen Titans Go! To the Movies,2018-07-27,Action,7.0,397,52090236,29790236,22300000,57.2,42.8
441,474464,The Judge,2018-04-13,Documentary,7.5,2,23127,22257,870,96.2,3.8
442,474487,Chasing the Blues,2018-10-05,Comedy,0.0,0,14030,14030,0,100.0,0.0
443,474560,Sebastian,2018-02-06,Drama,7.0,2,229983,105890,124093,46.0,54.0
444,474753,The China Hustle,2018-03-30,Documentary,7.8,33,48650,48650,0,100.0,0.0
445,475094,The Captain,2018-07-27,War,7.1,150,1196669,109226,1087443,9.1,90.9
446,475132,A Private War,2018-11-16,Drama,6.8,186,3826678,1633208,2193470,42.7,57.3
447,475215,Mirai,2018-11-30,Animation,7.3,234,27526961,812794,26714167,3.0,97.0
448,476292,Maquia: When the Promised Flower Blooms,2018-07-20,Animation,7.3,107,2569927,18539,2551388,0.7,99.3
450,476299,Ghostland,2018-06-22,Horror,7.2,941,5643957,0,5643957,0.0,100.0
451,476335,Shock and Awe,2018-07-13,Drama,6.6,43,182415,77980,104435,42.7,57.3
452,476764,The Front Runner,2018-11-06,Drama,6.0,162,3242235,2000105,1242130,61.7,38.3
453,476968,"Paul, Apostle of Christ",2018-03-28,History,7.0,104,23039243,17560475,5478768,76.2,23.8
454,477510,Dog Days,2018-08-24,Comedy,6.8,122,6819044,6809080,9964,99.9,0.1
455,477577,3,2018-08-07,Horror,6.0,3,528583774,167510016,361073758,31.7,68.3
466,477654,Museo,2018-09-14,Crime,6.7,42,759626,148505,611121,19.5,80.5
467,478426,"Westwood: Punk, Icon, Activist",2018-01-20,Documentary,5.9,8,386856,58979,327877,15.2,84.8
468,478427,Postcards from London,2018-11-09,Drama,5.8,10,15548,5312,10236,34.2,65.8
469,479574,Elliot,2017-10-05,Fantasy,0.0,0,1145012,24262,1120750,2.1,97.9
470,480530,Creed II,2018-11-21,Drama,6.8,2619,214115889,115715889,98400000,54.0,46.0
471,480853,Nancy,2018-06-08,Mystery,5.8,28,80115,80115,0,100.0,0.0
472,481370,Bigger,2018-10-13,Drama,6.0,13,51684,46382,5302,89.7,10.3
473,482150,Liz and the Blue Bird,2018-11-09,Animation,7.8,18,726454,63204,663250,8.7,91.3
474,482712,The Apparition,2018-09-07,Drama,6.3,73,3562793,28293,3534500,0.8,99.2
475,483315,Armed,2018-09-14,Action,4.3,9,3948,3948,0,100.0,0.0
476,483347,Little Women,2018-09-28,Drama,7.0,13,1428125,1379497,48628,96.6,3.4
477,483435,All About Nina,2018-09-28,Comedy,6.8,19,100335,100335,0,100.0,0.0
478,484247,A Simple Favor,2018-09-14,Comedy,6.6,2218,97644617,53548586,44096031,54.8,45.2
479,484355,Here and Now,2018-11-09,Drama,4.9,22,61271,13892,47379,22.7,77.3
480,484428,Becoming Astrid,2018-11-23,Drama,7.5,45,938766,120486,818280,12.8,87.2
481,484829,Swan Lake,2018-06-12,Music,0.0,0,88905,88905,0,100.0,0.0
482,486072,Leo Da Vinci: Mission Mona Lisa,2018-04-13,Adventure,5.4,33,2588859,19978,2568881,0.8,99.2
483,486947,The Guilty,2018-10-19,Crime,7.3,570,4598051,207140,4390911,4.5,95.5
484,487558,BlacKkKlansman,2018-07-30,Crime,7.6,3834,93400823,49275340,44125483,52.8,47.2
485,488036,Alien Intrusion: Unmasking a Deception,2018-01-11,Documentary,3.0,1,237411,237411,0,100.0,0.0
486,488637,Game Changers,2018-06-29,Documentary,7.8,4,3142,3142,0,100.0,0.0
487,488740,Of Fathers and Sons,2018-11-16,Documentary,6.8,21,12579,12579,0,100.0,0.0
488,489327,Stella's Last Weekend,2018-10-12,Comedy,7.4,11,4215,4215,0,100.0,0.0
489,489471,The Dawn Wall,2018-03-11,Adventure,8.3,104,1442013,970032,471981,67.3,32.7
491,489925,Eighth Grade,2018-07-13,Comedy,7.4,654,14347433,13539709,807724,94.4,5.6
492,489928,Blaze,2018-09-07,Drama,7.1,19,704955,704955,0,100.0,0.0
493,489930,Blindspotting,2018-07-20,Comedy,7.5,284,5004504,4333394,671110,86.6,13.4
494,489931,American Animals,2018-06-01,Crime,6.9,411,4080073,2856954,1223119,70.0,30.0
495,489934,Monsters and Men,2018-09-28,Drama,6.0,20,510967,500101,10866,97.9,2.1
496,489983,Crime + Punishment,2018-01-19,Documentary,5.0,1,18644,18644,0,100.0,0.0
497,489985,Minding the Gap,2018-01-21,Documentary,7.9,61,90328,11998,78330,13.3,86.7
498,489987,The Price of Everything,2018-01-19,Documentary,7.8,12,144446,87400,57046,60.5,39.5
499,489988,Three Identical Strangers,2018-06-29,Documentary,7.5,232,13448497,12320845,1127652,91.6,8.4
500,489991,Rust,2018-01-20,Drama,6.9,23,14905,14905,0,100.0,0.0
501,489995,306 Hollywood,2018-01-18,Documentary,6.5,2,18399,18399,0,100.0,0.0
502,489999,Searching,2018-08-24,Drama,7.6,1850,75462037,26020957,49441080,34.5,65.5
505,490000,We the Animals,2018-01-20,Drama,6.8,51,434743,400961,33782,92.2,7.8
506,490001,Believer,2018-01-20,Documentary,7.2,11,39047153,365639,38681514,0.9,99.1
507,490003,Won't You Be My Neighbor?,2018-06-08,Documentary,8.3,238,22842400,22835787,6613,100.0,0.0
508,490005,Never Goin' Back,2018-08-03,Comedy,6.5,34,61271,61271,0,100.0,0.0
509,490033,Holiday,2019-02-22,Drama,5.4,38,695130,695130,0,100.0,0.0
510,490071,Half the Picture,2018-06-08,Documentary,5.0,4,21589,21589,0,100.0,0.0
511,490132,Green Book,2018-11-16,Comedy,8.3,4820,321752656,85080171,236672485,26.4,73.6
512,490758,Bisbee '17,2018-09-05,Documentary,8.0,7,117470,117470,0,100.0,0.0
513,490778,Parchi,2018-01-12,Action,10.0,1,77110,69431,7679,90.0,10.0
514,490780,Dark Money,2018-01-22,Documentary,7.5,8,217932,217932,0,100.0,0.0
515,490785,"Hale County This Morning, This Evening",2018-01-19,Documentary,6.3,24,112282,112282,0,100.0,0.0
516,490795,The Last Race,2018-01-22,Documentary,5.0,1,11947,11947,0,100.0,0.0
517,490816,On Her Shoulders,2018-01-20,Documentary,5.4,4,40145,28288,11857,70.5,29.5
518,491052,The Gospel According to André,2018-04-27,Documentary,7.9,4,454550,400713,53837,88.2,11.8
519,491080,Over the Limit,2018-10-05,Documentary,8.0,8,3243,3243,0,100.0,0.0
520,491418,Instant Family,2018-11-16,Comedy,7.5,1105,120556201,67363237,53192964,55.9,44.1
521,491472,At Eternity's Gate,2018-11-16,Drama,6.9,674,11005713,2294915,8710798,20.9,79.1
522,491474,Skate Kitchen,2018-08-10,Drama,6.8,45,287307,236799,50508,82.4,17.6
523,491584,Burning,2018-11-09,Drama,7.4,485,7558651,718991,6839660,9.5,90.5
524,492344,Daughter of Mine,2018-04-20,Drama,6.3,27,379010,10628,368382,2.8,97.2
525,492452,Ben Is Back,2018-12-07,Drama,6.7,406,10134204,3703184,6431020,36.5,63.5
526,492998,Puzzle,2018-07-27,Drama,6.7,49,2260946,2032018,228928,89.9,10.1
527,493003,A Boy. A Girl. A Dream,2018-01-22,Romance,7.1,6,112552,112552,0,100.0,0.0
528,493014,Generation Wealth,2018-01-18,Documentary,7.1,31,287709,237709,50000,82.6,17.4
529,493089,Chef Flynn,2018-01-23,Documentary,6.3,3,69542,68407,1135,98.4,1.6
530,493092,Bad Reputation,2018-09-28,Documentary,6.4,7,154190,148568,5622,96.4,3.6
531,493099,RBG,2018-05-04,Documentary,7.8,145,14441292,14017361,423931,97.1,2.9
532,493101,Studio 54,2018-10-05,Documentary,6.6,27,227062,199767,27295,88.0,12.0
533,493121,Science Fair,2018-09-14,Documentary,7.2,9,277338,276195,1143,99.6,0.4
534,493551,Operation Finale,2018-08-29,Drama,6.7,338,17612099,17612099,0,100.0,0.0
535,493620,Aiyaary,2018-02-16,Action,5.5,25,143108,0,143108,0.0,100.0
536,493922,Hereditary,2018-06-08,Horror,7.0,3138,79336821,44069456,35267365,55.5,44.5
537,494407,Pokémon the Movie: The Power of Us,2018-07-31,Adventure,6.8,42,23740788,789170,22951618,3.3,96.7
538,495946,In the Land of Pomegranates,2018-01-05,,0.0,0,7014,7014,0,100.0,0.0
539,496076,Zero,2018-12-21,Comedy,5.1,40,2595762,1035388,1560374,39.9,60.1
540,497802,Pandas,2018-04-06,Documentary,6.8,6,5819601,5757906,61695,98.9,1.1
541,497814,Breaking In,2018-05-13,Action,5.8,350,51411620,46840590,4571030,91.1,8.9
542,497984,Monster Hunt 2,2018-02-14,Adventure,6.6,17,361682618,706153,360976465,0.2,99.8
543,497985,Wastelander,2018-02-02,Science Fiction,4.0,6,70045,70045,0,100.0,0.0
544,498919,La Boda de Valentina,2018-02-09,Comedy,6.3,7,11021794,2783739,8238055,25.3,74.7
545,499319,Duck Butter,2018-04-27,Drama,5.5,96,6877,6877,0,100.0,0.0
546,499556,An Elephant Sitting Still,2018-03-08,Drama,8.4,47,39599,32556,7043,82.2,17.8
547,499692,Ridge Runners,2018-01-19,Crime,2.5,2,26019,26019,0,100.0,0.0
548,500075,Desolation,2018-01-26,Thriller,5.0,5,18490,18490,0,100.0,0.0
549,500475,SuperFly,2018-06-13,Action,6.4,142,20780685,20545116,235569,98.9,1.1
550,500664,Upgrade,2018-06-01,Action,7.3,1639,14377130,11977130,2400000,83.3,16.7
551,500850,The Silence of Others,2019-05-08,Documentary,8.4,24,289455,67986,221469,23.5,76.5
552,500859,Black Mother,2018-03-01,Documentary,7.1,5,25919,18762,7157,72.4,27.6
553,500869,Viper Club,2018-10-26,Thriller,6.3,10,60607,60607,0,100.0,0.0
554,501630,Summer '03,2018-09-28,Comedy,5.9,70,11746,11746,0,100.0,0.0
555,502129,Garry Winogrand: All Things Are Photographable,2018-09-18,Documentary,6.0,2,44002,44002,0,100.0,0.0
556,502132,People's Republic of Desire,2018-11-30,Documentary,6.5,3,15241,15241,0,100.0,0.0
557,502133,Social Animals,2018-03-09,Documentary,6.5,11,5007,5007,0,100.0,0.0
558,502137,Weed the People,2018-10-16,Documentary,8.0,3,13926,13926,0,100.0,0.0
559,502138,The World Before Your Feet,2018-11-21,Documentary,7.7,3,268644,268644,0,100.0,0.0
560,502168,Meow Wolf: Origin Story,2018-11-29,Documentary,5.3,3,99488,99488,0,100.0,0.0
561,502188,Milford Graves Full Mantis,2018-07-13,Documentary,7.0,1,26566,26566,0,100.0,0.0
562,502194,Narcissister Organ Player,2018-01-19,Documentary,0.0,0,15334,15334,0,100.0,0.0
563,502259,A Wizard's Tale,2018-09-14,Adventure,5.9,22,5487261,2150,5485111,0.0,100.0
564,502354,The Gardener,2018-01-26,,0.0,0,62734,62734,0,100.0,0.0
565,502426,Furlough,2018-03-16,Comedy,5.8,29,8472,8472,0,100.0,0.0
566,502682,Book Club,2018-05-18,Comedy,6.1,383,104438188,68566296,35871892,65.7,34.3
567,502791,Bullitt County,2018-10-26,Action,5.7,3,11257,11257,0,100.0,0.0
568,503150,Eating Animals,2018-06-15,Documentary,7.3,8,153993,149614,4379,97.2,2.8
569,503257,Pick of the Litter,2018-01-19,Documentary,7.7,13,763688,578717,184971,75.8,24.2
570,503314,Dragon Ball Super: Broly,2019-01-16,Action,7.5,890,114102821,30712119,83390702,26.9,73.1
571,503616,Second Act,2018-12-21,Comedy,6.2,535,72282227,39282227,33000000,54.3,45.7
572,503811,Like Arrows,2018-05-01,Drama,6.0,1,928265,817990,110275,88.1,11.9
573,504172,The Mule,2018-12-14,Crime,6.6,2264,174504407,103804407,70700000,59.5,40.5
574,505058,Unfriended: Dark Web,2018-07-20,Horror,6.2,529,16024987,8866745,7158242,55.3,44.7
575,505177,10x10,2018-04-13,Thriller,5.2,270,68260,2263,65997,3.3,96.7
576,505192,Shoplifters,2018-11-23,Crime,8.0,697,67998954,3313513,64685441,4.9,95.1
577,505262,My Hero Academia: Two Heroes,2018-09-25,Animation,8.0,228,21022724,5754556,15268168,27.4,72.6
578,506398,LIV,2018-02-19,Comedy,0.0,0,18603476,104013,18499463,0.6,99.4
617,506651,E,2018-11-18,Animation,0.0,1,2048359754,678815482,1369544272,33.1,66.9
1369,506680,Unbroken: Path to Redemption,2018-09-14,Drama,6.7,36,6216897,6216897,0,100.0,0.0
1370,506971,Teefa in Trouble,2018-07-20,Action,7.3,12,324633,0,324633,0.0,100.0
1371,507076,Climax,2019-03-01,Drama,7.1,577,2027391,817339,1210052,40.3,59.7
1372,507195,Guilt,2018-03-10,Drama,9.0,1,4598051,207140,4390911,4.5,95.5
1373,507256,Whitney,2018-07-06,Documentary,7.8,99,4605123,3026351,1578772,65.7,34.3
1374,507331,A Girl,2018-03-27,Drama,6.0,1,112552,112552,0,100.0,0.0
1375,507505,El Angel,2018-11-09,Crime,7.0,143,5604680,109608,5495072,2.0,98.0
1376,507527,Getting Grace,2018-03-23,,3.5,3,217812,217812,0,100.0,0.0
1377,508003,McQueen,2018-04-22,Documentary,8.0,54,2739246,1257275,1481971,45.9,54.1
1378,508422,Penguin Highway,2018-12-31,Adventure,7.6,42,4006647,104567,3902080,2.6,97.4
1379,509306,The Box,2018-03-04,Music,6.0,1,78676,78676,0,100.0,0.0
1382,509402,América,2018-03-01,Documentary,10.0,1,4932694,4015935,916759,81.4,18.6
1392,509999,American Socialist: The Life and Times of Eugene Victor Debs,2018-03-02,Documentary,7.0,1,12609,12609,0,100.0,0.0
1393,510737,The Samuel Project,2018-10-05,,0.0,0,161565,161565,0,100.0,0.0
1394,510883,The Darkest,2018-03-23,Horror,0.0,6,41142379,12695691,28446688,30.9,69.1
1395,511858,One Last Thing,2018-06-13,Drama,8.0,6,6232,6232,0,100.0,0.0
1396,511972,"Love, Gilda",2018-04-18,Documentary,7.3,24,626318,626318,0,100.0,0.0
1397,512064,Anne,2019-03-07,Horror,2.7,6,35714,31177,4537,87.3,12.7
1398,512230,Charm City,2018-04-22,Documentary,9.0,1,29335,29335,0,100.0,0.0
1399,512404,Ice Dragon: Legend of the Blue Daisies,2018-03-24,Adventure,8.4,4,20549,20549,0,100.0,0.0
1400,513147,Pie,2018-03-02,,0.0,0,130319,119223,11096,91.5,8.5
1401,513324,Higher Power,2018-05-11,Action,5.1,49,528,528,0,100.0,0.0
1402,513427,King Lear,2018-09-27,Drama,6.1,26,185305,185305,0,100.0,0.0
1403,513574,Battle,2018-12-01,Drama,6.5,473,41509280,472166,41037114,1.1,98.9
1404,513789,The Doctor From India,2018-02-02,Documentary,0.0,0,67136,67136,0,100.0,0.0
1405,514311,Grave,2018-03-26,Drama,0.0,0,516962,516962,0,100.0,0.0
1407,514407,Indivisible,2018-10-26,Drama,5.9,18,3589633,3511417,78216,97.8,2.2
1408,514410,Ice,2018-03-26,Drama,7.3,3,76073488,47836282,28237206,62.9,37.1
1418,514558,Cynthia,2018-08-31,Comedy,5.2,6,58177,58177,0,100.0,0.0
1419,514619,Nobody's Fool,2018-11-02,Comedy,6.1,129,33532593,31713110,1819483,94.6,5.4
1420,514748,Fourplay,2018-03-30,Comedy,5.0,2,3550,3550,0,100.0,0.0
1421,514758,The Last Resort,2018-01-23,Documentary,7.5,2,158646,158646,0,100.0,0.0
1422,514976,93Queen,2018-01-01,Documentary,7.0,1,76056,76056,0,100.0,0.0
1423,515042,Free Solo,2018-08-31,Documentary,8.0,514,29318861,17541090,11777771,59.8,40.2
1424,515651,Letter from Masanjia,2018-09-14,Documentary,8.0,1,23481,23481,0,100.0,0.0
1425,515812,Fest,2018-02-26,Animation,0.0,0,18159691,11107431,7052260,61.2,38.8
1427,516088,I Am MLK Jr.,2018-04-04,Documentary,0.0,0,5918,5918,0,100.0,0.0
1428,516237,Gray Matter,2018-05-15,Science Fiction,5.3,9,38034,38034,0,100.0,0.0
1429,516321,The Assassin's Code,2018-05-11,Action,5.5,14,53940,11218,42722,20.8,79.2
1431,517320,The Pact,2018-08-17,Horror,5.0,31,1855647,2488,1853159,0.1,99.9
1432,517814,Capernaum,2018-12-14,Drama,8.3,505,64398132,1661096,62737036,2.6,97.4
1433,517839,Border,2018-10-26,Drama,6.7,291,2177678,771930,1405748,35.4,64.6
1434,517892,Nana,2018-04-13,Documentary,0.0,0,2784,2784,0,100.0,0.0
1435,517991,The Spy Gone North,2018-08-17,Drama,7.5,49,38844509,500803,38343706,1.3,98.7
1436,518068,Along with the Gods: The Last 49 Days,2018-08-01,Action,7.6,61,97962238,1200246,96761992,1.2,98.8
1437,518496,Sauvage,2019-04-10,Drama,6.8,69,317536,61604,255932,19.4,80.6
1438,518514,An Elephant's Journey,2018-04-16,Adventure,3.8,4,24844,24844,0,100.0,0.0
1439,518516,The Dating Project,2018-04-17,Documentary,0.0,0,208100,208100,0,100.0,0.0
1440,519255,Bel Canto,2018-09-14,Drama,5.1,43,350264,125569,224695,35.8,64.2
1441,519334,The Riot and the Dance,2018-03-19,,0.0,0,316103,316103,0,100.0,0.0
1442,519335,Goodland,2018-05-11,Crime,4.0,1,32140,32140,0,100.0,0.0
1443,519729,Still,2018-04-21,Drama,5.6,9,1620637,1359,1619278,0.0,99.9
1447,520358,Champion,2018-05-18,Drama,6.2,6,8974547,97472,8877075,1.1,98.9
1450,520596,The Oath,2018-10-12,Comedy,5.6,41,401463,401463,0,100.0,0.0
1451,520930,Summer of '67,2018-06-29,Drama,6.8,2,8941,8941,0,100.0,0.0
1452,521377,Exit,2018-04-27,Science Fiction,0.0,0,41888,41888,0,100.0,0.0
1453,521862,Active Measures,2018-08-31,Documentary,8.3,11,19862,19862,0,100.0,0.0
1454,521935,Cam,2018-11-16,Horror,5.9,726,1451729,904703,547026,62.3,37.7
1461,522708,20,2018-05-06,Documentary,0.0,0,70186029,1175067,69010962,1.7,98.3
1550,522866,Searching for Ingmar Bergman,2018-11-02,Documentary,5.7,7,64742,36686,28056,56.7,43.3
1551,522921,How Long Will I Love U,2018-05-17,Comedy,7.4,11,82881319,746933,82134386,0.9,99.1
1552,523427,Puffs: Filmed Live Off Broadway,2018-05-09,Comedy,10.0,1,464483,464483,0,100.0,0.0
1553,523604,The Legend of Hallowaiian,2018-10-18,Action,0.0,0,53738,451,53287,0.8,99.2
1554,523773,Little Italy,2018-09-21,Comedy,6.7,233,1362536,990230,372306,72.7,27.3
1555,523798,Above and Beyond: NASA's Journey to Tomorrow,2018-10-13,Documentary,7.3,3,74711,74711,0,100.0,0.0
1556,523866,American Dream: Detroit,2018-05-01,Documentary,0.0,0,55092,55092,0,100.0,0.0
1557,523910,The Aliens,2018-04-17,Drama,7.0,1,12627729,169710,12458019,1.3,98.7
1558,523926,Papa,2018-06-14,Drama,0.0,0,1278065,13331,1264734,1.0,99.0
1559,524141,Reign of Judges: Title of Liberty - Concept Short,2018-03-15,Action,0.0,0,98408,93224,5184,94.7,5.3
1560,525213,Ya veremos,2018-08-31,Comedy,6.6,20,14134723,4165949,9968774,29.5,70.5
1561,525662,Spiral,2018-06-22,Documentary,0.0,0,8190,8190,0,100.0,0.0
1563,526044,La Traviata,2018-04-16,,0.0,0,1982588,1882931,99657,95.0,5.0
1564,526047,Godspeed: The Race Across America,2018-05-22,,0.0,0,96690,96690,0,100.0,0.0
1565,526051,Look Away,2018-10-12,Horror,6.0,243,5083864,1304042,3779822,25.7,74.3
1567,526103,Ride,2018-04-27,,0.0,0,3434963,2419031,1015932,70.4,29.6
1568,527415,Lobster Cop,2018-06-22,Comedy,0.0,1,10373129,85693,10287436,0.8,99.2
1569,527716,The Texture of Falling,2018-06-01,Drama,9.0,1,5010,5010,0,100.0,0.0
1570,527955,Heading Home: The Tale of Team Israel,2018-02-10,Documentary,0.0,0,207533,207533,0,100.0,0.0
1571,528457,Sunset,2018-04-27,Drama,7.5,1,1083299,164906,918393,15.2,84.8
1573,529237,Mantra: Sounds Into Silence,2017-06-02,Documentary,4.0,1,135684,115013,20671,84.8,15.2
1574,529784,A Faithful Man,2018-10-07,Comedy,5.7,79,1719282,77491,1641791,4.5,95.5
1576,530454,American Chaos,2018-09-14,Documentary,6.5,8,12368,12368,0,100.0,0.0
1577,530748,Hum,2018-06-16,Thriller,0.0,0,108371,0,108371,0.0,100.0
1579,530822,Silence,2018-02-23,Documentary,0.0,0,289455,67986,221469,23.5,76.5
1582,531164,Calling All Earthlings,2018-08-28,Documentary,7.0,1,6756,6756,0,100.0,0.0
1583,531165,Zoo Wars,2018-04-20,Animation,3.5,4,8998,8998,0,100.0,0.0
1584,532183,Bandstand: The Broadway Musical,2018-06-25,Music,9.0,1,839554,839554,0,100.0,0.0
1586,532868,Death of a Nation,2018-08-03,Documentary,5.2,18,5885881,5885881,0,100.0,0.0
1587,532908,Fahrenheit 11/9,2018-09-10,Documentary,7.2,199,6674168,6352306,321862,95.2,4.8
1588,534282,Head,2015-03-28,Horror,1.0,1,207533,207533,0,100.0,0.0
1592,534338,An Interview with God,2018-08-20,Drama,6.7,58,2251795,1201434,1050361,53.4,46.6
1593,534344,Running for Grace,2018-08-17,Romance,6.8,24,89988,89988,0,100.0,0.0
1594,536404,Wolf,2018-07-15,Horror,6.0,1,99488,99488,0,100.0,0.0
1595,536768,Beautifully Broken,2018-08-24,Drama,8.0,1,1271572,1209645,61927,95.1,4.9
1596,537723,Instant,2018-07-19,Science Fiction,7.0,2,120556201,67363237,53192964,55.9,44.1
1597,537751,Gosnell: The Trial of America's Biggest Serial Killer,2018-10-12,Crime,5.4,15,3679893,3679893,0,100.0,0.0
1599,539070,Fragments of Truth,2018-04-24,Documentary,0.0,0,219342,219342,0,100.0,0.0
1600,539199,The Great Buster: A Celebration,2018-10-05,Documentary,7.1,8,125807,118344,7463,94.1,5.9
1601,541342,The Riot Act,2018-09-14,Thriller,6.0,1,75506,75506,0,100.0,0.0
1602,541560,The Wind,2018-09-20,Horror,5.1,43,452372,400530,51842,88.5,11.5
1603,541701,Play,2018-08-10,Documentary,8.0,1,582890172,137690172,445200000,23.6,76.4
1606,542020,RUN,2018-08-12,Thriller,0.0,0,288175335,58032443,230142892,20.1,79.9
1612,542557,Pure,2017-12-07,Horror,10.0,1,11813509,422814,11390695,3.6,96.4
1614,542994,Jane and Emma,2018-10-12,Drama,7.5,1,380030,380030,0,100.0,0.0
1615,543089,Divide and Conquer: The Story of Roger Ailes,2018-12-07,Documentary,7.3,5,38510,38510,0,100.0,0.0
1616,543208,Trust Machine: The Story of Blockchain,2018-10-26,Documentary,0.0,0,14905,14905,0,100.0,0.0
1617,543580,They Shall Not Grow Old,2018-12-17,Documentary,8.0,163,19130011,17956913,1173098,93.9,6.1
1618,543749,Silencio,2018-10-26,Drama,8.0,4,338596,158723,179873,46.9,53.1
1619,543994,Saf,2018-09-10,Drama,9.0,1,7079175,1737,7077438,0.0,100.0
1620,544431,The Clovehitch Killer,2018-11-16,Crime,6.4,192,167994,8208,159786,4.9,95.1
1621,544611,The Other Side,2018-08-25,Drama,0.0,0,4685,4685,0,100.0,0.0
1622,546377,Grace,2018-09-23,Comedy,10.0,1,43016528,14837422,28179106,34.5,65.5
1626,546512,War,2018-07-31,Comedy,0.0,0,2048359754,678815482,1369544272,33.1,66.9
1637,546565,In Search of Greatness,2018-11-02,Documentary,7.0,1,58090,58090,0,100.0,0.0
1638,546567,Shine,2018-10-05,Drama,9.5,2,333388,333388,0,100.0,0.0
1639,547454,Never Heard,2018-11-01,Drama,7.8,6,105271,105271,0,100.0,0.0
1640,547967,Moses,2018-09-13,Drama,9.0,1,1807117,1807117,0,100.0,0.0
1641,547973,Game Changer,2018-06-23,Animation,7.0,1,3142,3142,0,100.0,0.0
1642,548061,Puccini: La Bohème,2018-02-24,Music,0.0,0,1764201,1764201,0,100.0,0.0
1643,548063,Runner,2018-08-21,Drama,9.5,2,288175335,58032443,230142892,20.1,79.9
1646,548537,Boys,2018-08-28,Drama,7.1,43,2713955,1349,2712606,0.0,100.0
1647,548754,River Runs Red,2018-11-09,Thriller,4.9,20,61789,9893,51896,16.0,84.0
1648,548786,American Dresser,2018-09-21,Adventure,5.7,7,3895,3895,0,100.0,0.0
1649,548887,The Trump Prophecy,2018-10-02,Drama,5.0,4,671198,671198,0,100.0,0.0
1650,549094,Pepper,2018-04-05,Drama,0.0,0,53918723,35418723,18500000,65.7,34.3
1651,549154,Moynihan,2018-10-03,Documentary,0.0,0,31970,31970,0,100.0,0.0
1652,549356,Crazy,2018-09-17,,0.0,0,238532921,174532921,64000000,73.2,26.8
1653,549936,CC,2018-09-22,Science Fiction,0.0,0,24243825,179045,24064780,0.7,99.3
1660,550108,Live,2018-09-18,Horror,1.0,1,3511123,3508777,2346,99.9,0.0
1695,550503,The Advocates,2018-09-22,Documentary,0.0,0,10402,10402,0,100.0,0.0
1696,551229,Her,2018-09-27,Drama,0.0,0,1346913161,700059566,646853595,52.0,48.0
