,movie_id,title,release_date,genre_ids,vote_avg,vote_count,Total_Rev,Domestic_Rev,Foreign_Rev,Foreign_Percent,Domestic_Percent
36,345940,The Meg,2018-08-10,Action,5.9,3401,530243742,145443742,384800000,27.4,72.6
37,346364,It,2017-09-08,Horror,7.2,12309,187320,187320,0,100.0,0.0
38,346910,The Predator,2018-09-14,Action,5.3,2377,160542134,51024708,109517426,31.8,68.2
39,347375,Mile 22,2018-08-17,Action,6.0,1119,66308758,36108758,30200000,54.5,45.5
40,347866,Hot Summer Nights,2017-03-14,Drama,6.6,187,246133,0,246133,0.0,100.0
41,348350,Solo: A Star Wars Story,2018-05-25,Action,6.6,4470,392924807,213767512,179157295,54.4,45.6
42,351044,Welcome to Marwen,2018-12-21,Comedy,6.5,493,13061491,10763520,2297971,82.4,17.6
43,351286,Jurassic World: Fallen Kingdom,2018-06-22,Action,6.5,6636,1308467944,417719760,890748184,31.9,68.1
44,353081,Mission: Impossible - Fallout,2018-07-27,Action,7.3,4373,791115104,220159104,570956000,27.8,72.2
45,353486,Jumanji: Welcome to the Jungle,2017-12-20,Action,6.7,7988,49381,49381,0,100.0,0.0
46,356199,Amazing Grace,2018-11-12,Documentary,7.6,17,7212253,4450456,2761797,61.7,38.3
47,358395,Origin Story,2018-05-03,Documentary,6.0,1,99488,99488,0,100.0,0.0
48,360920,The Grinch,2018-11-09,Animation,6.5,1323,511595957,270620950,240975007,52.9,47.1
49,361292,Suspiria,2018-10-26,Fantasy,6.9,1033,10917242,5458621,5458621,50.0,50.0
50,363088,Ant-Man and the Wasp,2018-07-06,Action,7.0,7337,622674139,216648740,406025399,34.8,65.2
51,367153,Poor Boy,2018-07-13,Drama,5.0,3,31031,31031,0,100.0,0.0
52,369972,First Man,2018-10-12,Drama,7.1,2869,105697415,44936545,60760870,42.5,57.5
53,370567,Sherlock Gnomes,2018-03-23,Animation,5.5,395,90345871,43242871,47103000,47.9,52.1
54,370756,Always at The Carlyle,2018-05-11,Documentary,7.0,3,174251,174251,0,100.0,0.0
55,371608,The Strangers: Prey at Night,2018-03-09,Horror,5.4,738,31039126,24586708,6452418,79.2,20.8
56,373209,Izzy Gets the F*ck Across Town,2018-06-22,Comedy,6.1,24,20208,20208,0,100.0,0.0
57,373449,2.0,2018-11-29,Action,6.1,49,10847903,4152000,6695903,38.3,61.7
58,375262,The Favourite,2018-11-23,Drama,7.6,2657,95918706,34366783,61551923,35.8,64.2
59,375588,Robin Hood,2018-11-21,Action,5.8,1585,85882380,30824628,55057752,35.9,64.1
60,378631,Like Me,2018-01-25,Crime,5.9,21,12965,12965,0,100.0,0.0
61,381719,Peter Rabbit,2018-02-09,Adventure,6.5,741,351266433,115253424,236013009,32.8,67.2
62,383498,Deadpool 2,2018-05-10,Action,7.5,9966,734546611,318491426,416055185,43.4,56.6
63,385360,Billionaire Boys Club,2018-08-03,Drama,5.5,173,2713955,1349,2712606,0.0,100.0
64,385448,The Little Mermaid,2018-08-17,Adventure,4.9,561,2610742,147175,2463567,5.6,94.4
65,385955,Where Is Kyra?,2018-04-06,Drama,5.8,25,59717,59717,0,100.0,0.0
66,387592,Early Man,2018-02-16,Adventure,6.0,378,54622814,8267544,46355270,15.1,84.9
67,391714,On Chesil Beach,2018-05-18,Drama,6.1,122,3335913,745971,2589942,22.4,77.6
68,393425,Intersection,2018-06-15,Crime,0.0,1,5116,5116,0,100.0,0.0
69,393834,Goldstone,2018-03-02,Crime,6.0,50,87639,87639,0,100.0,0.0
70,394741,Stan & Ollie,2018-12-28,Comedy,7.1,433,24420923,5470235,18950688,22.4,77.6
71,395948,Are We Not Cats,2018-02-23,Horror,6.5,7,5518,5518,0,100.0,0.0
72,395990,Death Wish,2018-03-02,Action,5.9,1364,49562710,34017028,15545682,68.6,31.4
73,396373,Woman Walks Ahead,2018-04-25,Drama,6.9,64,80912,57528,23384,71.1,28.9
74,396461,Under the Silver Lake,2019-04-19,Drama,6.4,473,2053469,46083,2007386,2.2,97.8
75,397722,Thoroughbreds,2018-03-09,Drama,6.3,459,3187255,3072605,114650,96.4,3.6
76,398173,The House That Jack Built,2018-11-28,Drama,7.2,1006,3297010,170113,3126897,5.2,94.8
78,399174,Isle of Dogs,2018-03-23,Adventure,7.9,2343,64241499,32015231,32226268,49.8,50.2
79,399248,Beirut,2018-04-11,Action,6.2,238,7509436,5019226,2490210,66.8,33.2
80,399360,Alpha,2018-08-17,Adventure,6.0,1339,98203196,35857181,62346015,36.5,63.5
81,399402,Hunter Killer,2018-10-26,Action,6.4,860,31672678,15767460,15905218,49.8,50.2
82,399440,Peterloo,2019-04-05,Drama,7.4,45,1998945,151971,1846974,7.6,92.4
83,399796,Life of the Party,2018-05-11,Comedy,6.2,528,65859911,53059911,12800000,80.6,19.4
84,400155,Hotel Transylvania 3: Summer Vacation,2018-06-30,Animation,6.8,1940,528583774,167510016,361073758,31.7,68.3
85,400535,Sicario: Day of the Soldado,2018-06-29,Action,6.7,1556,75836683,50072235,25764448,66.0,34.0
86,400579,Tully,2018-05-04,Comedy,6.9,732,15636462,9369755,6266707,59.9,40.1
87,400650,Mary Poppins Returns,2018-12-19,Comedy,6.6,1867,349537494,171958438,177579056,49.2,50.8
88,401469,Widows,2018-11-16,Crime,6.5,1211,75984700,42402632,33582068,55.8,44.2
89,401847,Can You Ever Forgive Me?,2018-10-19,Comedy,6.8,635,12442161,8803865,3638296,70.8,29.2
90,401981,Red Sparrow,2018-03-02,Mystery,6.5,3766,151572634,46874505,104698129,30.9,69.1
91,402900,Ocean's Eight,2018-06-08,Action,6.9,4330,297718711,140218711,157500000,47.1,52.9
92,404368,Ralph Breaks the Internet,2018-11-21,Adventure,7.2,3475,529323962,201091711,328232251,38.0,62.0
93,404782,Altered Perception,2018-05-04,Science Fiction,6.5,3,1259,1259,0,100.0,0.0
94,406563,Insidious: The Last Key,2018-01-05,Horror,6.1,1468,167885588,67745330,100140258,40.4,59.6
95,406761,Hotel Artemis,2018-06-08,Action,5.9,653,13313581,6708147,6605434,50.4,49.6
96,407451,A Wrinkle in Time,2018-03-09,Adventure,5.0,1179,132675864,100478608,32197256,75.7,24.3
97,407719,Golden Exits,2018-02-09,Drama,6.3,26,41888,41888,0,100.0,0.0
98,407890,Lean on Pete,2018-04-06,Adventure,6.9,153,2443584,1163056,1280528,47.6,52.4
99,408873,Kings,2018-04-27,Crime,6.1,72,910269,274635,635634,30.2,69.8
100,412302,Gemini,2018-03-30,Crime,5.6,72,200340,200340,0,100.0,0.0
101,412988,The Happytime Murders,2018-08-24,Action,5.6,507,27506452,20706452,6800000,75.3,24.7
102,414001,The Mercy,2018-11-30,Adventure,5.9,133,306205,29538,276667,9.6,90.4
103,414018,Damsel,2018-06-22,Comedy,5.0,35,323235,305136,18099,94.4,5.6
104,414454,Submission,2018-03-02,Drama,6.5,13,39985,39985,0,100.0,0.0
105,416194,The Quake,2018-12-14,Action,6.5,144,13747547,6235,13741312,0.0,100.0
106,416234,Winchester,2018-02-02,Fantasy,5.8,980,44019588,25091816,18927772,57.0,43.0
107,416494,Status Update,2018-02-09,Comedy,6.8,152,416178,4764,411414,1.1,98.9
108,417261,Forever My Girl,2018-01-26,Drama,7.4,492,16376066,16376066,0,100.0,0.0
109,417812,Wildlife,2018-10-19,Drama,6.8,228,3231638,1050616,2181022,32.5,67.5
110,419478,Midnight Sun,2018-03-23,Drama,7.7,1864,27365467,9561064,17804403,34.9,65.1
111,419743,Disobedience,2018-04-27,Drama,6.9,471,7870127,3498782,4371345,44.5,55.5
112,420814,Christopher Robin,2018-08-03,Adventure,7.4,1554,197744377,99215042,98529335,50.2,49.8
113,420915,Yardie,2018-01-20,Crime,5.9,24,1551163,36012,1515151,2.3,97.7
114,421471,Flower,2018-03-16,Comedy,6.5,108,380553,328188,52365,86.2,13.8
115,422708,Let the Corpses Tan,2018-08-31,Thriller,6.2,41,93409,93409,0,100.0,0.0
116,424121,Apostle,2018-09-21,Fantasy,6.1,662,23039243,17560475,5478768,76.2,23.8
117,424139,Halloween,2018-10-19,Horror,6.4,2413,255485178,159342015,96143163,62.4,37.6
118,424694,Bohemian Rhapsody,2018-11-02,Drama,8.0,9339,903655259,216428042,687227217,24.0,76.0
119,424781,Sorry to Bother You,2018-07-06,Comedy,6.9,629,18170707,17493096,677611,96.3,3.7
120,424783,Bumblebee,2018-12-21,Action,6.5,3095,467989645,127195589,340794056,27.2,72.8
121,425148,Show Dogs,2018-05-18,Adventure,5.9,110,39156854,17857020,21299834,45.6,54.4
122,425336,Loving Pablo,2018-06-15,Crime,6.2,578,17535962,22017,17513945,0.1,99.9
123,425373,The Miracle Season,2018-04-13,Drama,7.2,139,10230620,10230620,0,100.0,0.0
124,425505,Kin,2018-08-31,Action,6.1,388,10313019,5718096,4594923,55.4,44.6
125,426030,Finding Your Feet,2018-03-30,Comedy,7.2,69,15845593,1418682,14426911,9.0,91.0
126,426251,Love After Love,2018-03-30,Drama,5.8,7,121098,121098,0,100.0,0.0
127,426426,Roma,2018-11-21,Drama,7.8,2224,1148031,0,1148031,0.0,100.0
128,426543,The Nutcracker and the Four Realms,2018-11-02,Adventure,6.0,1172,173961069,54858851,119102218,31.5,68.5
129,426563,Holmes & Watson,2018-12-25,Adventure,4.4,330,40466970,30573626,9893344,75.6,24.4
130,426613,The Miseducation of Cameron Post,2018-08-03,Drama,7.0,408,1451729,904703,547026,62.3,37.7
131,426618,Where Hands Touch,2018-09-14,Drama,7.6,131,128269,67743,60526,52.8,47.2
132,427214,The Happy Prince,2018-10-05,Drama,6.8,86,2621992,466440,2155552,17.8,82.2
133,427641,Rampage,2018-04-13,Action,6.2,3562,428028233,101028233,327000000,23.6,76.4
134,428078,Mortal Engines,2018-12-14,Adventure,6.1,2324,83672673,15951040,67721633,19.1,80.9
135,429195,Dark River,2018-06-29,Thriller,6.0,37,239182,7714,231468,3.2,96.8
136,429197,Vice,2018-12-25,Comedy,7.1,1672,76073488,47836282,28237206,62.9,37.1
137,429202,Vox Lux,2018-12-07,Drama,5.9,158,1399272,727119,672153,52.0,48.0
138,429203,The Old Man & the Gun,2018-09-28,Comedy,6.3,672,17860397,11277120,6583277,63.1,36.9
139,429300,Adrift,2018-06-01,Thriller,6.8,1448,59945012,31445012,28500000,52.5,47.5
140,429351,12 Strong,2018-01-19,Action,5.8,1471,67450815,45819713,21631102,67.9,32.1
141,429417,Ghost Stories,2018-04-20,Drama,6.5,641,4131358,148747,3982611,3.6,96.4
142,429467,The Lodgers,2017-10-10,Drama,4.9,240,916727,7362,909365,0.8,99.2
143,429476,Hell Fest,2018-09-28,Horror,5.6,388,18159691,11107431,7052260,61.2,38.8
144,430040,The Hurricane Heist,2018-03-09,Action,5.5,545,32517248,6115825,26401423,18.8,81.2
145,430231,The Endless,2018-04-06,Horror,6.3,384,956425,272020,684405,28.4,71.6
146,430450,Sollers Point,2018-05-11,Drama,5.4,8,32608,32608,0,100.0,0.0
147,431185,He's Out There,2018-10-16,Horror,5.6,110,544674,0,544674,0.0,100.0
148,431491,Bodied,2018-11-02,Comedy,7.9,47,113956,113956,0,100.0,0.0
149,432165,The Pagan King,2018-09-14,History,6.4,20,18598,0,18598,0.0,100.0
150,432301,Chappaquiddick,2018-04-06,Drama,6.0,136,17986671,17395520,591151,96.7,3.3
151,432383,Luis and the Aliens,2018-12-31,Adventure,6.2,59,12627729,169710,12458019,1.3,98.7
152,432507,Claire's Camera,2018-03-09,Drama,6.4,19,191980,83418,108562,43.5,56.5
153,432527,Padmaavat,2018-01-25,Drama,6.9,136,22991060,11846060,11145000,51.5,48.5
154,433498,Papillon,2018-08-24,Crime,7.4,776,4516580,2335896,2180684,51.7,48.3
155,433627,7 Days in Entebbe,2018-03-16,Crime,5.8,212,8771432,3326885,5444547,37.9,62.1
156,433694,Sgt. Stubby: An American Hero,2018-04-13,Adventure,6.3,18,4932694,4015935,916759,81.4,18.6
157,434555,The Possession of Hannah Grace,2018-11-30,Drama,5.2,550,43016528,14837422,28179106,34.5,65.5
158,434596,An Actor Prepares,2018-08-31,Comedy,6.3,15,5891,1743,4148,29.6,70.4
159,434674,The Happys,2018-03-16,Drama,0.0,0,21108,21108,0,100.0,0.0
160,434767,God Bless the Broken Road,2018-09-07,Drama,6.5,10,2848233,2846257,1976,99.9,0.0
161,435557,The Party's Just Beginning,2018-12-07,Drama,6.9,24,4371,4145,226,94.8,5.2
162,436120,Lu Over the Wall,2018-05-11,Adventure,7.6,36,161253,109857,51396,68.1,31.9
163,436355,Vazante,2018-01-12,Drama,8.2,9,25091,23884,1207,95.2,4.8
164,436373,Primal Rage,2018-02-27,Horror,5.2,58,73383,21497,51886,29.3,70.7
165,437220,Have a Nice Day,2018-02-02,Animation,5.0,13,504003,79393,424610,15.8,84.2
166,437543,The Monkey King 3,2018-02-16,Action,5.8,22,115084576,187074,114897502,0.2,99.8
167,437557,Blockers,2018-04-06,Comedy,6.2,1111,94017294,60311495,33705799,64.1,35.9
168,437583,November,2018-02-23,Drama,7.7,45,19084,19084,0,100.0,0.0
169,437586,Mid90s,2018-10-19,Comedy,7.3,484,9303022,7362439,1940583,79.1,20.9
170,438145,Black '47,2018-09-28,Drama,6.7,118,2073063,57520,2015543,2.8,97.2
171,438259,Journey's End,2018-03-16,Drama,6.3,102,970809,161796,809013,16.7,83.3
172,438590,A-X-L,2018-08-24,Action,5.8,501,8467697,6501381,1966316,76.8,23.2
173,438799,Overlord,2018-11-09,Horror,6.6,1328,41657844,21704844,19953000,52.1,47.9
174,438808,White Boy Rick,2018-09-14,Crime,6.3,408,25957482,24011188,1946294,92.5,7.5
175,439015,Slender Man,2018-08-10,Horror,4.0,864,51738549,30569484,21169065,59.1,40.9
176,439079,The Nun,2018-09-07,Horror,5.6,3262,365550119,117450119,248100000,32.1,67.9
178,439988,Hitler's Hollywood,2018-04-11,Documentary,6.1,9,43766,43766,0,100.0,0.0
179,440095,El Mar La Mar,2018-02-23,Documentary,10.0,2,9065,9065,0,100.0,0.0
180,440161,The Sisters Brothers,2018-09-21,Comedy,7.0,828,13143056,3143056,10000000,23.9,76.1
181,440298,Cold War,2019-03-22,Drama,7.6,673,20272780,4580048,15692732,22.6,77.4
182,440424,Freak Show,2018-01-12,Comedy,7.3,58,20657,19696,961,95.3,4.7
183,442062,Goosebumps 2: Haunted Halloween,2018-10-12,Adventure,5.7,605,93320380,46700633,46619747,50.0,50.0
184,442064,Proud Mary,2018-01-12,Action,5.4,276,21753365,20877013,876352,96.0,4.0
185,442249,The First Purge,2018-07-04,Action,5.8,2125,137056262,69488745,67567517,50.7,49.3
186,442709,Nostalgia,2018-02-16,Drama,6.5,13,114603,114603,0,100.0,0.0
187,443009,"Don't Worry, He Won't Get Far on Foot",2018-07-13,Comedy,6.6,262,5586078,2793039,2793039,50.0,50.0
188,443463,Leave No Trace,2018-06-29,Drama,6.7,505,7682928,6046104,1636824,78.7,21.3
189,444431,Foxtrot,2018-03-02,Drama,7.1,85,1356159,618883,737276,45.6,54.4
190,445147,The Cage Fighter,2018-02-02,Action,6.7,3,3392,3392,0,100.0,0.0
191,445571,Game Night,2018-02-23,Comedy,6.9,3145,117679066,69179066,48500000,58.8,41.2
192,445651,The Darkest Minds,2018-08-03,Science Fiction,6.8,1428,41142379,12695691,28446688,30.9,69.1
193,446021,Bad Times at the El Royale,2018-10-12,Thriller,6.8,1828,31882724,17839115,14043609,56.0,44.0
194,446101,Assassination Nation,2018-09-21,Comedy,6.2,335,2584988,2005142,579846,77.6,22.4
195,446171,Mrs. Hyde,2018-04-27,Fantasy,4.1,47,778142,18627,759515,2.4,97.6
196,446695,An Evening with Beverly Luff Linn,2018-10-19,Comedy,6.2,33,27359,6701,20658,24.5,75.5
197,446696,Life Itself,2018-09-21,Drama,7.2,152,7884399,4102648,3781751,52.0,48.0
198,446807,The Girl in the Spider's Web,2018-11-09,Action,6.0,675,35164920,14841338,20323582,42.2,57.8
199,446827,Prodigy,2017-03-04,Drama,6.8,56,21150265,14856291,6293974,70.2,29.8
200,446894,Smallfoot,2018-09-28,Adventure,6.6,733,214040103,83240103,130800000,38.9,61.1
201,447200,Skyscraper,2018-07-13,Action,6.1,2526,304868961,68420120,236448841,22.4,77.6
202,447332,A Quiet Place,2018-04-06,Drama,7.3,6719,340939361,188024361,152915000,55.1,44.9
203,447682,Boundaries,2018-06-22,Comedy,6.0,20,755977,703438,52539,93.1,6.9
204,448095,I Still See You,2018-10-12,Fantasy,6.8,297,1620637,1359,1619278,0.0,99.9
205,448677,Head Full of Honey,2018-11-30,Drama,6.6,19,138844,12350,126494,8.9,91.1
206,448776,A Prayer Before Dawn,2018-08-10,Action,6.8,210,958883,14453,944430,1.5,98.5
207,449176,"Love, Simon",2018-03-16,Comedy,8.1,3599,66316289,40826341,25489948,61.6,38.4
208,449443,Den of Thieves,2018-01-19,Action,6.6,1423,80509622,44947622,35562000,55.8,44.2
209,449848,The Boy Downstairs,2018-02-16,Romance,5.8,19,73988,13638,60350,18.4,81.6
210,450484,An L.A. Minute,2018-08-24,,0.0,0,5004,5004,0,100.0,0.0
211,451204,The Last Movie Star,2018-03-30,Drama,6.4,36,14410,14410,0,100.0,0.0
212,451422,Little Pink House,2018-04-20,Drama,6.3,11,220948,220948,0,100.0,0.0
213,451915,Beautiful Boy,2018-10-12,Drama,7.6,746,17877506,8986631,8890875,50.3,49.7
214,451919,What They Had,2018-10-19,Drama,6.7,39,533579,260136,273443,48.8,51.2
215,451925,Time Freak,2018-11-09,Comedy,6.3,138,266490,10003,256487,3.8,96.2
216,452226,The King,2018-06-22,Documentary,6.0,4,273601,259291,14310,94.8,5.2
217,453201,The 15:17 to Paris,2018-02-09,Drama,5.4,904,57076286,36276286,20800000,63.6,36.4
218,453278,The Rider,2018-04-13,Drama,7.3,183,3434963,2419031,1015932,70.4,29.6
219,453354,Ava,2017-11-14,Drama,6.1,68,20940,20940,0,100.0,0.0
220,454283,Action Point,2018-06-01,Comedy,5.2,175,5103663,5059608,44055,99.1,0.9
221,454286,God's Not Dead: A Light in Darkness,2018-03-30,Drama,6.8,55,7414178,5728940,1685238,77.3,22.7
222,454293,Night School,2018-09-28,Comedy,6.0,922,103105878,77339130,25766748,75.0,25.0
223,454312,Tyrel,2018-12-05,Comedy,6.2,9,21456,21456,0,100.0,0.0
224,454619,Overboard,2018-05-04,Comedy,6.3,640,91244913,50316123,40928790,55.1,44.9
225,454652,Colette,2018-09-21,Drama,7.1,417,14273033,5137622,9135411,36.0,64.0
226,454904,Straight Into a Storm,2018-06-15,Documentary,0.0,0,2684,2684,0,100.0,0.0
227,454992,The Spy Who Dumped Me,2018-08-03,Action,6.4,1199,75320680,33562069,41758611,44.6,55.4
228,455108,The Little Stranger,2018-08-31,Drama,5.6,100,1824902,713143,1111759,39.1,60.9
229,455207,Crazy Rich Asians,2018-08-15,Comedy,7.0,1814,238532921,174532921,64000000,73.2,26.8
230,455401,Keep the Change,2018-03-16,Comedy,7.1,7,202788,202788,0,100.0,0.0
231,455980,Tag,2018-06-15,Comedy,6.7,1523,78130625,54730625,23400000,70.1,29.9
232,456086,Support the Girls,2018-08-24,Drama,6.2,68,139550,129124,10426,92.5,7.5
233,457136,Mary Queen of Scots,2018-12-07,Drama,6.6,831,46672564,16468499,30204065,35.3,64.7
234,457243,The Long Dumb Road,2018-11-09,Comedy,5.7,27,4667,4667,0,100.0,0.0
235,457775,The Devil and Father Amorth,2018-04-20,Documentary,5.4,52,20449,20449,0,100.0,0.0
236,457955,The Night Eats the World,2018-07-13,Drama,5.8,209,95208,0,95208,0.0,100.0
237,458080,Filmworker,2018-05-11,Documentary,7.3,27,112828,102609,10219,90.9,9.1
238,458203,Apocalypsis,2018-03-17,,7.5,3,20052,20052,0,100.0,0.0
239,458252,Tall Tales from the Magical Garden of Antoon Krings,2018-01-31,Animation,5.6,17,12353849,220,12353629,0.0,100.0
240,458344,"Juliet, Naked",2018-08-17,Comedy,6.5,187,4508260,3444895,1063365,76.4,23.6
241,458423,Mamma Mia! Here We Go Again,2018-07-20,Comedy,7.2,1945,395044706,120634935,274409771,30.5,69.5
242,458594,Peppermint,2018-09-07,Action,6.5,925,53918723,35418723,18500000,65.7,34.3
243,458737,First Reformed,2018-05-18,Drama,7.0,553,3862498,3448256,414242,89.3,10.7
244,458823,Acorn and the Firestorm,2018-04-06,History,5.0,1,2621,2621,0,100.0,0.0
245,460048,Heavy Trip,2018-10-05,Comedy,7.2,56,22460,10153,12307,45.2,54.8
246,460071,Lizzie,2018-09-14,Crime,5.9,81,844786,642157,202629,76.0,24.0
247,460555,Operation Red Sea,2018-02-23,Action,6.6,68,579220560,1543547,577677013,0.3,99.7
248,460668,I Feel Pretty,2018-04-20,Comedy,6.4,1259,94539426,48795601,45743825,51.6,48.4
249,460885,Mandy,2018-09-13,Action,6.2,760,1335484,1214525,120959,90.9,9.1
250,461844,Liyana,2018-10-10,Animation,0.0,2,44045,44045,0,100.0,0.0
251,461928,Anna and the Apocalypse,2018-11-30,Comedy,6.4,88,670430,545597,124833,81.4,18.6
252,463258,Colossal Youth,2018-08-03,Comedy,0.0,0,8968,8331,637,92.9,7.1
253,463272,Johnny English Strikes Again,2018-10-26,Comedy,6.2,1251,158970776,4412170,154558606,2.8,97.2
254,463821,The House with a Clock in Its Walls,2018-09-21,Fantasy,6.2,1128,131457147,68549695,62907452,52.1,47.9
255,464502,Acrimony,2018-03-30,Thriller,6.6,205,46403669,43549096,2854573,93.8,6.2
256,465136,Every Day,2018-02-23,Drama,7.0,1222,10421847,6102076,4319771,58.6,41.4
257,465155,Followers,2018-03-28,Thriller,6.0,6,3350,3350,0,100.0,0.0
258,465871,Maria by Callas,2018-11-02,Documentary,7.7,16,2185562,1267301,918261,58.0,42.0
259,465914,If Beale Street Could Talk,2018-12-14,Drama,7.1,528,20572691,14915773,5656918,72.5,27.5
260,466410,Who We Are Now,2018-05-25,Drama,5.6,14,19128,19128,0,100.0,0.0
261,466874,Mother,2018-03-10,Drama,7.7,3,25919,18762,7157,72.4,27.6
262,467632,Bad Samaritan,2018-05-04,Thriller,6.7,253,4623836,3435047,1188789,74.3,25.7
263,467660,Unsane,2018-03-23,Horror,6.2,799,14293601,7732899,6560702,54.1,45.9
264,467917,A Kid Like Jake,2018-06-01,Drama,6.2,47,60784,58403,2381,96.1,3.9
265,467936,The Children Act,2018-09-14,Drama,6.6,326,17696794,547750,17149044,3.1,96.9
266,467938,Revenge,2018-05-11,Action,6.3,819,913331,102091,811240,11.2,88.8
267,467952,The Catcher Was a Spy,2018-06-22,Drama,6.3,84,953953,725223,228730,76.0,24.0
268,468210,Sweet Country,2018-04-06,Drama,6.7,74,1847693,104297,1743396,5.6,94.4
269,468287,Hannah,2018-03-09,Drama,5.9,29,146325,11700,134625,8.0,92.0
270,468735,Madeline's Madeline,2018-08-10,Drama,6.3,36,197309,185576,11733,94.1,5.9
271,469062,Scotty and the Secret History of Hollywood,2018-07-27,Documentary,6.7,13,461689,461689,0,100.0,0.0
272,469721,The Cured,2018-02-23,Drama,5.5,139,323776,26630,297146,8.2,91.8
273,470044,The Hate U Give,2018-10-19,Crime,8.3,850,34934009,29719483,5214526,85.1,14.9
274,470333,Hearts Beat Loud,2018-06-08,Comedy,7.4,109,2417165,2386251,30914,98.7,1.3
275,470878,I Can Only Imagine,2018-03-16,Comedy,7.5,188,86022265,83482352,2539913,97.0,3.0
276,470894,At First Light,2018-03-10,Science Fiction,6.0,51,26338,3292,23046,12.5,87.5
277,470918,Beast,2018-05-11,Crime,6.8,104,1744071,800365,943706,45.9,54.1
278,471507,Destroyer,2018-12-25,Action,6.0,290,5580940,1533324,4047616,27.5,72.5
279,471856,Non-Fiction,2018-09-01,Comedy,5.5,83,3618888,704919,2913969,19.5,80.5
280,472226,Blood Fest,2018-03-09,Comedy,5.4,79,122833,82774,40059,67.4,32.6
281,472451,Boy Erased,2018-11-02,Drama,7.2,602,11853081,6788692,5064389,57.3,42.7
282,472608,The Final Year,2018-01-19,Documentary,7.4,21,262286,191900,70386,73.2,26.8
