movie_id,title,release_date,genre_ids,popularity,vote_avg,vote_count,Rank,Name,Total_Rev,Domestic_Rev,Foreign_Rev,Foreign_Percent,Domestic_Percent
495946,"In the Land of Pomegranates",2018-01-05,0,1.484,0,0,848,"In the Land of Pomegranates",7014,7014,0,100,0
496076,Zero,2018-12-21,35,6.329,5.1,40,304,Zero,2595762,1035388,1560374,39.9,60.1
497802,Pandas,2018-04-06,99,3.627,6.8,6,249,Pandas,5819601,5757906,61695,98.9,1.1
497814,"Breaking In",2018-05-13,28,10.61,5.8,350,103,"Breaking In",51411620,46840590,4571030,91.1,8.9
497984,"Monster Hunt 2",2018-02-14,12,2.776,6.6,17,27,"Monster Hunt 2",361682618,706153,360976465,0.2,99.8
497985,Wastelander,2018-02-02,878,3.06,4,6,663,Wastelander,70045,70045,0,100,0
498919,"La Boda de Valentina",2018-02-09,35,2.532,6.3,7,207,"La boda de Valentina",11021794,2783739,8238055,25.3,74.7
499319,"Duck Butter",2018-04-27,18,11.103,5.5,96,849,"Duck Butter",6877,6877,0,100,0
499556,"An Elephant Sitting Still",2018-03-08,18,6.378,8.4,47,714,"An Elephant Sitting Still",39599,32556,7043,82.2,17.8
499692,"Ridge Runners",2018-01-19,80,2.943,2.5,2,751,"Ridge Runners",26019,26019,0,100,0
500075,Desolation,2018-01-26,53,1.457,5,5,789,Desolation,18490,18490,0,100,0
500475,SuperFly,2018-06-13,28,9.529,6.4,142,159,SuperFly,20780685,20545116,235569,98.9,1.1
500664,Upgrade,2018-06-01,28,21.213,7.3,1639,184,Upgrade,14377130,11977130,2400000,83.3,16.7
500850,"The Silence of Others",2019-05-08,99,1.966,8.4,24,505,"The Silence of Others",289455,67986,221469,23.5,76.5
500859,"Black Mother",2018-03-01,99,2.618,7.1,5,753,"Black Mother",25919,18762,7157,72.4,27.6
500869,"Viper Club",2018-10-26,53,5.052,6.3,10,679,"Viper Club",60607,60607,0,100,0
501630,"Summer '03",2018-09-28,35,10.186,5.9,70,823,"Summer '03",11746,11746,0,100,0
502129,"Garry Winogrand: All Things Are Photographable",2018-09-18,99,2.392,6,2,706,"Garry Winogrand: All Things are Photographable",44002,44002,0,100,0
502132,"People's Republic of Desire",2018-11-30,99,2.834,6.5,3,804,"People's Republic of Desire",15241,15241,0,100,0
502133,"Social Animals",2018-03-09,99,3.152,6.5,11,862,"Social Animals",5007,5007,0,100,0
502137,"Weed the People",2018-10-16,99,4.605,8,3,810,"Weed the People",13926,13926,0,100,0
502138,"The World Before Your Feet",2018-11-21,99,6,7.7,3,514,"The World Before Your Feet",268644,268644,0,100,0
502168,"Meow Wolf: Origin Story",2018-11-29,99,1.092,5.3,3,630,"Meow Wolf: Origin Story",99488,99488,0,100,0
502188,"Milford Graves Full Mantis",2018-07-13,99,2.203,7,1,747,"Milford Graves Full Mantis",26566,26566,0,100,0
502194,"Narcissister Organ Player",2018-01-19,99,1.197,0,0,803,"Narcissister Organ Player",15334,15334,0,100,0
502259,"A Wizard's Tale",2018-09-14,12,8.581,5.9,22,254,"A Wizard's Tale",5487261,2150,5485111,0,100
502354,"The Gardener",2018-01-26,0,1.485,0,0,673,"The Gardener",62734,62734,0,100,0
502426,Furlough,2018-03-16,35,5.427,5.8,29,841,Furlough,8472,8472,0,100,0
502682,"Book Club",2018-05-18,35,10.661,6.1,383,60,"Book Club",104438188,68566296,35871892,65.7,34.3
502791,"Bullitt County",2018-10-26,28,4.35,5.7,3,826,"Bullitt County",11257,11257,0,100,0
503150,"Eating Animals",2018-06-15,99,3.479,7.3,8,577,"Eating Animals",153993,149614,4379,97.2,2.8
503257,"Pick of the Litter",2018-01-19,99,4.961,7.7,13,400,"Pick of the Litter",763688,578717,184971,75.8,24.2
503314,"Dragon Ball Super: Broly",2019-01-16,28,3.941,7.5,890,58,"Dragon Ball Super: Broly",114102821,30712119,83390702,26.9,73.1
503616,"Second Act",2018-12-21,35,12.576,6.2,535,87,"Second Act",72282227,39282227,33000000,54.3,45.7
503811,"Like Arrows",2018-05-01,18,1.57,6,1,389,"Like Arrows",928265,817990,110275,88.1,11.9
504172,"The Mule",2018-12-14,80,22.003,6.6,2264,44,"The Mule",174504407,103804407,70700000,59.5,40.5
505058,"Unfriended: Dark Web",2018-07-20,27,12.529,6.2,529,178,"Unfriended: Dark Web",16024987,8866745,7158242,55.3,44.7
505177,10x10,2018-04-13,53,12.577,5.2,270,667,10x10,68260,2263,65997,3.3,96.7
505192,Shoplifters,2018-11-23,80,18.684,8,697,90,Shoplifters,67998954,3313513,64685441,4.9,95.1
505262,"My Hero Academia: Two Heroes",2018-09-25,16,12.626,8,228,158,"My Hero Academia: Two Heroes",21022724,5754556,15268168,27.4,72.6
506398,LIV,2018-02-19,35,0.6,0,0,165,"Detective K: Secret of the Living Dead",18603476,104013,18499463,0.6,99.4
506398,LIV,2018-02-19,35,0.6,0,0,282,"The Oscar Nominated Short Films 2018: Live Action",3511123,3508777,2346,99.9,0
506398,LIV,2018-02-19,35,0.6,0,0,283,"The Metropolitan Opera HD Live: Puccini: Tosca",3473616,2023749,1449867,58.3,41.7
506398,LIV,2018-02-19,35,0.6,0,0,330,"The Metropolitan Opera HD Live: Verdi: La Traviata",1982588,1882931,99657,95,5
506398,LIV,2018-02-19,35,0.6,0,0,337,"The Metropolitan Opera HD Live: Puccini: La Bohème",1764201,1764201,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,338,"The Metropolitan Opera HD Live: Massenet: Cendrillon",1747259,1243306,503953,71.2,28.8
506398,LIV,2018-02-19,35,0.6,0,0,345,"The Metropolitan Opera HD Live: Verdi: Aida",1595902,1595902,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,360,"The Metropolitan Opera HD Live: Rossini: Semiramide",1332900,1033651,299249,77.5,22.5
506398,LIV,2018-02-19,35,0.6,0,0,361,"The Metropolitan Opera HD Live: Mozart: Così fan tutte",1302949,1302949,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,368,"The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila",1195758,1195758,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,369,"The Metropolitan Opera HD Live: Verdi: Luisa Miller",1166858,1166858,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,373,"The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore",1115018,1115018,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,376,"The Metropolitan Opera HD Live: Puccini: La Fanciulla del West",1023233,1023233,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,379,"National Theatre Live: Antony & Cleopatra",998079,83672,914407,8.4,91.6
506398,LIV,2018-02-19,35,0.6,0,0,394,"The Metropolitan Opera HD Live: Nico Muhly: Marnie",865551,849710,15841,98.2,1.8
506398,LIV,2018-02-19,35,0.6,0,0,423,"DCI 2019: Big, Loud & Live 16",603320,603320,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,445,"Puffs: Filmed Live Off Broadway",464483,464483,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,490,"The Bolshoi Ballet: Live From Moscow - The Nutcracker",323928,323928,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,495,"The Bolshoi Ballet: Live From Moscow - Romeo and Juliet",313088,313088,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,499,"The Bolshoi Ballet: Live From Moscow - Giselle",302681,302681,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,508,"But Deliver Us from Evil",285169,285169,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,519,"Eating You Alive",260534,260534,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,537,"The Metropolitan Opera HD Live: Puccini: Turandot",219619,172627,46992,78.6,21.4
506398,LIV,2018-02-19,35,0.6,0,0,547,"The Bolshoi Ballet: Live From Moscow - Coppélia",202217,202217,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,555,"The Bolshoi Ballet: Live From Moscow - Don Quixote",187946,187946,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,558,"National Theatre Live: King Lear",185305,185305,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,562,"The Bolshoi Ballet: Live From Moscow - The Flames of Paris",175922,175922,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,564,"The Bolshoi Ballet: Live From Moscow - La Sylphide",171177,171177,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,567,"The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias",167991,167991,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,573,"National Theatre Live: The Curious Incident of the Dog in the Night-Time 2018 Re-release",160381,160381,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,581,"Night of the Living Dead 2018 Re-release",147423,147423,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,598,"The Metropolitan Opera HD Live: Puccini: Madama Butterfly",129730,129730,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,599,"The Metropolitan Opera HD Live: Tchaikovsky: Eugene Onegin 2018 Re-release",129498,129498,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,600,"The Metropolitan Opera HD Live: Verdi: Il Trovatore",129393,129393,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,624,"National Theatre Live: Julius Caesar",107057,107057,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,632,"National Theatre Live: Macbeth",97857,97857,0,100,0
506398,LIV,2018-02-19,35,0.6,0,0,733,"Distant Voices, Still Lives 2018 Re-release",33301,5234,28067,15.7,84.3
506398,LIV,2018-02-19,35,0.6,0,0,845,"Tall: The American Skyscraper and Louis Sullivan",7216,7216,0,100,0
506407,"Social Animals",2018-06-01,35,7.538,6.4,39,862,"Social Animals",5007,5007,0,100,0
506651,E,2018-11-18,16,0.666,0,1,1,"Avengers: Infinity War",2048359754,678815482,1369544272,33.1,66.9
506651,E,2018-11-18,16,0.666,0,1,2,"Black Panther",1346913161,700059566,646853595,52,48
506651,E,2018-11-18,16,0.666,0,1,3,"Jurassic World: Fallen Kingdom",1308467944,417719760,890748184,31.9,68.1
506651,E,2018-11-18,16,0.666,0,1,4,"Incredibles 2",1242805359,608581744,634223615,49,51
506651,E,2018-11-18,16,0.666,0,1,6,"Bohemian Rhapsody",903655259,216428042,687227217,24,76
506651,E,2018-11-18,16,0.666,0,1,7,Venom,856085151,213515506,642569645,24.9,75.1
506651,E,2018-11-18,16,0.666,0,1,8,"Mission: Impossible - Fallout",791115104,220159104,570956000,27.8,72.2
506651,E,2018-11-18,16,0.666,0,1,9,"Deadpool 2",734546611,318491426,416055185,43.4,56.6
506651,E,2018-11-18,16,0.666,0,1,10,"Fantastic Beasts: The Crimes of Grindelwald",653755901,159555901,494200000,24.4,75.6
506651,E,2018-11-18,16,0.666,0,1,11,"Ant-Man and the Wasp",622674139,216648740,406025399,34.8,65.2
506651,E,2018-11-18,16,0.666,0,1,12,"Ready Player One",582890172,137690172,445200000,23.6,76.4
506651,E,2018-11-18,16,0.666,0,1,13,"Operation Red Sea",579220560,1543547,577677013,0.3,99.7
506651,E,2018-11-18,16,0.666,0,1,14,"Detective Chinatown 2",544061916,1983984,542077932,0.4,99.6
506651,E,2018-11-18,16,0.666,0,1,15,"The Meg",530243742,145443742,384800000,27.4,72.6
506651,E,2018-11-18,16,0.666,0,1,16,"Ralph Breaks the Internet",529323962,201091711,328232251,38,62
506651,E,2018-11-18,16,0.666,0,1,17,"Hotel Transylvania 3: Summer Vacation",528583774,167510016,361073758,31.7,68.3
506651,E,2018-11-18,16,0.666,0,1,18,"Dr. Seuss' The Grinch",511595957,270620950,240975007,52.9,47.1
506651,E,2018-11-18,16,0.666,0,1,19,Bumblebee,467989645,127195589,340794056,27.2,72.8
506651,E,2018-11-18,16,0.666,0,1,21,Rampage,428028233,101028233,327000000,23.6,76.4
506651,E,2018-11-18,16,0.666,0,1,22,"Mamma Mia! Here We Go Again",395044706,120634935,274409771,30.5,69.5
506651,E,2018-11-18,16,0.666,0,1,24,"Spider-Man: Into the Spider-Verse",375540831,190241310,185299521,50.7,49.3
506651,E,2018-11-18,16,0.666,0,1,25,"Fifty Shades Freed",371985018,100407760,271577258,27,73
506651,E,2018-11-18,16,0.666,0,1,26,"The Nun",365550119,117450119,248100000,32.1,67.9
506651,E,2018-11-18,16,0.666,0,1,27,"Monster Hunt 2",361682618,706153,360976465,0.2,99.8
506651,E,2018-11-18,16,0.666,0,1,28,"Peter Rabbit",351266433,115253424,236013009,32.8,67.2
506651,E,2018-11-18,16,0.666,0,1,29,"Mary Poppins Returns",349537494,171958438,177579056,49.2,50.8
506651,E,2018-11-18,16,0.666,0,1,30,"A Quiet Place",340939361,188024361,152915000,55.1,44.9
506651,E,2018-11-18,16,0.666,0,1,31,"Green Book",321752656,85080171,236672485,26.4,73.6
506651,E,2018-11-18,16,0.666,0,1,32,Skyscraper,304868961,68420120,236448841,22.4,77.6
506651,E,2018-11-18,16,0.666,0,1,33,"Ocean's Eight",297718711,140218711,157500000,47.1,52.9
506651,E,2018-11-18,16,0.666,0,1,35,"Maze Runner: The Death Cure",288175335,58032443,230142892,20.1,79.9
506651,E,2018-11-18,16,0.666,0,1,36,"Tomb Raider",274650803,58250803,216400000,21.2,78.8
506651,E,2018-11-18,16,0.666,0,1,37,Halloween,255485178,159342015,96143163,62.4,37.6
506651,E,2018-11-18,16,0.666,0,1,39,"Creed II",214115889,115715889,98400000,54,46
506651,E,2018-11-18,16,0.666,0,1,41,"The Island",198326350,670883,197655467,0.3,99.7
506651,E,2018-11-18,16,0.666,0,1,42,"Christopher Robin",197744377,99215042,98529335,50.2,49.8
506651,E,2018-11-18,16,0.666,0,1,43,"The Equalizer 2",190400157,102084362,88315795,53.6,46.4
506651,E,2018-11-18,16,0.666,0,1,44,"The Mule",174504407,103804407,70700000,59.5,40.5
506651,E,2018-11-18,16,0.666,0,1,45,"The Nutcracker and the Four Realms",173961069,54858851,119102218,31.5,68.5
506651,E,2018-11-18,16,0.666,0,1,46,"Insidious: The Last Key",167885588,67745330,100140258,40.4,59.6
506651,E,2018-11-18,16,0.666,0,1,47,"The Predator",160542134,51024708,109517426,31.8,68.2
506651,E,2018-11-18,16,0.666,0,1,48,"Johnny English Strikes Again",158970776,4412170,154558606,2.8,97.2
506651,E,2018-11-18,16,0.666,0,1,49,"Red Sparrow",151572634,46874505,104698129,30.9,69.1
506651,E,2018-11-18,16,0.666,0,1,50,"More Than Blue",142958164,722669,142235495,0.5,99.5
506651,E,2018-11-18,16,0.666,0,1,51,"The First Purge",137056262,69488745,67567517,50.7,49.3
506651,E,2018-11-18,16,0.666,0,1,52,"A Wrinkle in Time",132675864,100478608,32197256,75.7,24.3
506651,E,2018-11-18,16,0.666,0,1,53,"The House with a Clock in Its Walls",131457147,68549695,62907452,52.1,47.9
506651,E,2018-11-18,16,0.666,0,1,56,"Game Night",117679066,69179066,48500000,58.8,41.2
506651,E,2018-11-18,16,0.666,0,1,57,"The Monkey King 3",115084576,187074,114897502,0.2,99.8
506651,E,2018-11-18,16,0.666,0,1,58,"Dragon Ball Super: Broly",114102821,30712119,83390702,26.9,73.1
506651,E,2018-11-18,16,0.666,0,1,63,"Along With the Gods: The Last 49 Days",97962238,1200246,96761992,1.2,98.8
506651,E,2018-11-18,16,0.666,0,1,64,"A Simple Favor",97644617,53548586,44096031,54.8,45.2
506651,E,2018-11-18,16,0.666,0,1,65,"The Favourite",95918706,34366783,61551923,35.8,64.2
506651,E,2018-11-18,16,0.666,0,1,66,"Blumhouse's Truth or Dare",95330493,41411015,53919478,43.4,56.6
506651,E,2018-11-18,16,0.666,0,1,67,"I Feel Pretty",94539426,48795601,45743825,51.6,48.4
506651,E,2018-11-18,16,0.666,0,1,68,Blockers,94017294,60311495,33705799,64.1,35.9
506651,E,2018-11-18,16,0.666,0,1,70,"Goosebumps 2: Haunted Halloween",93320380,46700633,46619747,50,50
506651,E,2018-11-18,16,0.666,0,1,72,Overboard,91244913,50316123,40928790,55.1,44.9
506651,E,2018-11-18,16,0.666,0,1,73,"Sherlock Gnomes",90345871,43242871,47103000,47.9,52.1
506651,E,2018-11-18,16,0.666,0,1,74,"Detective Dee: The Four Heavenly Kings",90040771,262963,89777808,0.3,99.7
506651,E,2018-11-18,16,0.666,0,1,75,"I Can Only Imagine",86022265,83482352,2539913,97,3
506651,E,2018-11-18,16,0.666,0,1,77,"Mortal Engines",83672673,15951040,67721633,19.1,80.9
506651,E,2018-11-18,16,0.666,0,1,78,"How Long Will I Love U",82881319,746933,82134386,0.9,99.1
506651,E,2018-11-18,16,0.666,0,1,79,"Den of Thieves",80509622,44947622,35562000,55.8,44.2
506651,E,2018-11-18,16,0.666,0,1,80,Hereditary,79336821,44069456,35267365,55.5,44.5
506651,E,2018-11-18,16,0.666,0,1,82,Vice,76073488,47836282,28237206,62.9,37.1
506651,E,2018-11-18,16,0.666,0,1,84,"Sicario: Day of the Soldado",75836683,50072235,25764448,66,34
506651,E,2018-11-18,16,0.666,0,1,85,Searching,75462037,26020957,49441080,34.5,65.5
506651,E,2018-11-18,16,0.666,0,1,86,"The Spy Who Dumped Me",75320680,33562069,41758611,44.6,55.4
506651,E,2018-11-18,16,0.666,0,1,87,"Second Act",72282227,39282227,33000000,54.3,45.7
506651,E,2018-11-18,16,0.666,0,1,89,"Spirited Away 2018 Re-release",70186029,1175067,69010962,1.7,98.3
506651,E,2018-11-18,16,0.666,0,1,90,Shoplifters,67998954,3313513,64685441,4.9,95.1
506651,E,2018-11-18,16,0.666,0,1,92,"Love, Simon",66316289,40826341,25489948,61.6,38.4
506651,E,2018-11-18,16,0.666,0,1,93,"Mile 22",66308758,36108758,30200000,54.5,45.5
506651,E,2018-11-18,16,0.666,0,1,94,"Life of the Party",65859911,53059911,12800000,80.6,19.4
506651,E,2018-11-18,16,0.666,0,1,95,Capernaum,64398132,1661096,62737036,2.6,97.4
506651,E,2018-11-18,16,0.666,0,1,96,"Isle of Dogs",64241499,32015231,32226268,49.8,50.2
506651,E,2018-11-18,16,0.666,0,1,98,"The 15:17 to Paris",57076286,36276286,20800000,63.6,36.4
506651,E,2018-11-18,16,0.666,0,1,99,"Early Man",54622814,8267544,46355270,15.1,84.9
506651,E,2018-11-18,16,0.666,0,1,100,Peppermint,53918723,35418723,18500000,65.7,34.3
506651,E,2018-11-18,16,0.666,0,1,101,"Teen Titans GO! to the Movies",52090236,29790236,22300000,57.2,42.8
506651,E,2018-11-18,16,0.666,0,1,102,"Slender Man",51738549,30569484,21169065,59.1,40.9
506651,E,2018-11-18,16,0.666,0,1,103,"Breaking In",51411620,46840590,4571030,91.1,8.9
506651,E,2018-11-18,16,0.666,0,1,104,"Once Upon a Deadpool 2018 Re-release",50500309,6100309,44400000,12.1,87.9
506651,E,2018-11-18,16,0.666,0,1,105,"Death Wish",49562710,34017028,15545682,68.6,31.4
506651,E,2018-11-18,16,0.666,0,1,107,"Golden Job",47279677,285795,46993882,0.6,99.4
506651,E,2018-11-18,16,0.666,0,1,108,"Mary Queen of Scots",46672564,16468499,30204065,35.3,64.7
506651,E,2018-11-18,16,0.666,0,1,109,"Uncle Drew",46664414,42469946,4194468,91,9
506651,E,2018-11-18,16,0.666,0,1,110,"Tyler Perry's Acrimony",46403669,43549096,2854573,93.8,6.2
506651,E,2018-11-18,16,0.666,0,1,111,"Asterix: The Secret of the Magic Potion",46153570,1271953,44881617,2.8,97.2
506651,E,2018-11-18,16,0.666,0,1,112,Winchester,44019588,25091816,18927772,57,43
506651,E,2018-11-18,16,0.666,0,1,114,"The Possession of Hannah Grace",43016528,14837422,28179106,34.5,65.5
506651,E,2018-11-18,16,0.666,0,1,115,"Long Day's Journey Into Night",42130435,521365,41609070,1.2,98.8
506651,E,2018-11-18,16,0.666,0,1,116,Overlord,41657844,21704844,19953000,52.1,47.9
506651,E,2018-11-18,16,0.666,0,1,117,"The Great Battle",41509280,472166,41037114,1.1,98.9
506651,E,2018-11-18,16,0.666,0,1,118,"The Darkest Minds",41142379,12695691,28446688,30.9,69.1
506651,E,2018-11-18,16,0.666,0,1,119,"Holmes & Watson",40466970,30573626,9893344,75.6,24.4
506651,E,2018-11-18,16,0.666,0,1,121,Believer,39047153,365639,38681514,0.9,99.1
506651,E,2018-11-18,16,0.666,0,1,122,"The Spy Gone North",38844509,500803,38343706,1.3,98.7
506651,E,2018-11-18,16,0.666,0,1,123,"On the Basis of Sex",38673750,24622687,14051063,63.7,36.3
506651,E,2018-11-18,16,0.666,0,1,124,"Till The End Of The World",37013733,118660,36895073,0.3,99.7
506651,E,2018-11-18,16,0.666,0,1,125,"Nothing to Lose",36075317,1016188,35059129,2.8,97.2
506651,E,2018-11-18,16,0.666,0,1,126,"Mia and the White Lion",35487190,399471,35087719,1.1,98.9
506651,E,2018-11-18,16,0.666,0,1,127,"The Girl in the Spider's Web",35164920,14841338,20323582,42.2,57.8
506651,E,2018-11-18,16,0.666,0,1,128,"The Hate U Give",34934009,29719483,5214526,85.1,14.9
506651,E,2018-11-18,16,0.666,0,1,130,"The Hurricane Heist",32517248,6115825,26401423,18.8,81.2
506651,E,2018-11-18,16,0.666,0,1,131,"Bad Times at the El Royale",31882724,17839115,14043609,56,44
506651,E,2018-11-18,16,0.666,0,1,132,"Hunter Killer",31672678,15767460,15905218,49.8,50.2
506651,E,2018-11-18,16,0.666,0,1,133,"Super Troopers 2",31626386,30617396,1008990,96.8,3.2
506651,E,2018-11-18,16,0.666,0,1,135,"The Strangers: Prey at Night",31039126,24586708,6452418,79.2,20.8
506651,E,2018-11-18,16,0.666,0,1,136,"Free Solo",29318861,17541090,11777771,59.8,40.2
506651,E,2018-11-18,16,0.666,0,1,137,Default,27709716,203775,27505941,0.7,99.3
506651,E,2018-11-18,16,0.666,0,1,138,"One Cut of the Dead",27590180,52406,27537774,0.2,99.8
506651,E,2018-11-18,16,0.666,0,1,140,"The Happytime Murders",27506452,20706452,6800000,75.3,24.7
506651,E,2018-11-18,16,0.666,0,1,143,"My Neighbor Totoro 2018 Re-release",27083857,1144649,25939208,4.2,95.8
506651,E,2018-11-18,16,0.666,0,1,144,"White Boy Rick",25957482,24011188,1946294,92.5,7.5
506651,E,2018-11-18,16,0.666,0,1,145,"Keys To The Heart",25375866,75134,25300732,0.3,99.7
506651,E,2018-11-18,16,0.666,0,1,146,"Stan & Ollie",24420923,5470235,18950688,22.4,77.6
506651,E,2018-11-18,16,0.666,0,1,147,"The Accidental Detective 2: In Action",24243825,179045,24064780,0.7,99.3
506651,E,2018-11-18,16,0.666,0,1,148,"Pokémon the Movie: The Power of Us",23740788,789170,22951618,3.3,96.7
506651,E,2018-11-18,16,0.666,0,1,149,"Paul, Apostle of Christ",23039243,17560475,5478768,76.2,23.8
506651,E,2018-11-18,16,0.666,0,1,151,"Won't You Be My Neighbor?",22842400,22835787,6613,100,0
506651,E,2018-11-18,16,0.666,0,1,152,"Mojin: The Worm Valley",22381583,101516,22280067,0.5,99.5
506651,E,2018-11-18,16,0.666,0,1,153,"Big Brother",22090304,85624,22004680,0.4,99.6
506651,E,2018-11-18,16,0.666,0,1,154,"Master Z: The Ip Man Legacy",21832649,209454,21623195,1,99
506651,E,2018-11-18,16,0.666,0,1,156,"The Prodigy",21150265,14856291,6293974,70.2,29.8
506651,E,2018-11-18,16,0.666,0,1,157,"Gonjiam: Haunted Asylum",21041950,115252,20926698,0.5,99.5
506651,E,2018-11-18,16,0.666,0,1,158,"My Hero Academia: Two Heroes",21022724,5754556,15268168,27.4,72.6
506651,E,2018-11-18,16,0.666,0,1,159,SuperFly,20780685,20545116,235569,98.9,1.1
506651,E,2018-11-18,16,0.666,0,1,160,"If Beale Street Could Talk",20572691,14915773,5656918,72.5,27.5
506651,E,2018-11-18,16,0.666,0,1,161,"Burn the Stage: The Movie",20347513,4201819,16145694,20.7,79.3
506651,E,2018-11-18,16,0.666,0,1,162,"Cold War 2018 Re-release",20272780,4580048,15692732,22.6,77.4
506651,E,2018-11-18,16,0.666,0,1,163,"They Shall Not Grow Old 2018 Re-release",19130011,17956913,1173098,93.9,6.1
506651,E,2018-11-18,16,0.666,0,1,165,"Detective K: Secret of the Living Dead",18603476,104013,18499463,0.6,99.4
506651,E,2018-11-18,16,0.666,0,1,166,Airpocalypse,18491089,105678,18385411,0.6,99.4
506651,E,2018-11-18,16,0.666,0,1,167,"The Wife",18205312,9601092,8604220,52.7,47.3
506651,E,2018-11-18,16,0.666,0,1,168,"Sorry to Bother You",18170707,17493096,677611,96.3,3.7
506651,E,2018-11-18,16,0.666,0,1,169,"Hell Fest",18159691,11107431,7052260,61.2,38.8
506651,E,2018-11-18,16,0.666,0,1,170,"Everybody Knows",17997350,2660165,15337185,14.8,85.2
506651,E,2018-11-18,16,0.666,0,1,172,"Beautiful Boy",17877506,8986631,8890875,50.3,49.7
506651,E,2018-11-18,16,0.666,0,1,173,"The Old Man & the Gun",17860397,11277120,6583277,63.1,36.9
506651,E,2018-11-18,16,0.666,0,1,174,"The Children Act",17696794,547750,17149044,3.1,96.9
506651,E,2018-11-18,16,0.666,0,1,175,"Operation Finale",17612099,17612099,0,100,0
506651,E,2018-11-18,16,0.666,0,1,177,"Forever My Girl",16376066,16376066,0,100,0
506651,E,2018-11-18,16,0.666,0,1,178,"Unfriended: Dark Web",16024987,8866745,7158242,55.3,44.7
506651,E,2018-11-18,16,0.666,0,1,179,"Finding Your Feet",15845593,1418682,14426911,9,91
506651,E,2018-11-18,16,0.666,0,1,180,"Feng Shui",15702302,64147,15638155,0.4,99.6
506651,E,2018-11-18,16,0.666,0,1,182,"The Negotiation",15229193,110986,15118207,0.7,99.3
506651,E,2018-11-18,16,0.666,0,1,184,Upgrade,14377130,11977130,2400000,83.3,16.7
506651,E,2018-11-18,16,0.666,0,1,185,"Eighth Grade",14347433,13539709,807724,94.4,5.6
506651,E,2018-11-18,16,0.666,0,1,187,Unsane,14293601,7732899,6560702,54.1,45.9
506651,E,2018-11-18,16,0.666,0,1,188,Colette,14273033,5137622,9135411,36,64
506651,E,2018-11-18,16,0.666,0,1,189,"Ya veremos",14134723,4165949,9968774,29.5,70.5
506651,E,2018-11-18,16,0.666,0,1,190,"The Quake",13747547,6235,13741312,0,100
506651,E,2018-11-18,16,0.666,0,1,191,"Three Identical Strangers",13448497,12320845,1127652,91.6,8.4
506651,E,2018-11-18,16,0.666,0,1,192,"Hotel Artemis",13313581,6708147,6605434,50.4,49.6
506651,E,2018-11-18,16,0.666,0,1,193,"The Sisters Brothers",13143056,3143056,10000000,23.9,76.1
506651,E,2018-11-18,16,0.666,0,1,194,"Welcome to Marwen",13061491,10763520,2297971,82.4,17.6
506651,E,2018-11-18,16,0.666,0,1,195,"Take Point",12908032,112386,12795646,0.9,99.1
506651,E,2018-11-18,16,0.666,0,1,196,"Luis and the Aliens",12627729,169710,12458019,1.3,98.7
506651,E,2018-11-18,16,0.666,0,1,197,"Can You Ever Forgive Me?",12442161,8803865,3638296,70.8,29.2
506651,E,2018-11-18,16,0.666,0,1,199,"Tall Tales from the Magical Garden of Antoon Krings 2018 Re-release",12353849,220,12353629,0,100
506651,E,2018-11-18,16,0.666,0,1,201,"Boy Erased",11853081,6788692,5064389,57.3,42.7
506651,E,2018-11-18,16,0.666,0,1,202,Unstoppable,11845347,101417,11743930,0.9,99.1
506651,E,2018-11-18,16,0.666,0,1,203,"Last Letter",11834622,180946,11653676,1.5,98.5
506651,E,2018-11-18,16,0.666,0,1,204,"Ash Is Purest White",11813509,422814,11390695,3.6,96.4
506651,E,2018-11-18,16,0.666,0,1,205,"King of Thieves",11338478,7518,11330960,0,99.9
506651,E,2018-11-18,16,0.666,0,1,207,"La boda de Valentina",11021794,2783739,8238055,25.3,74.7
