movie_id,title,release_date,genre_ids,popularity,vote_avg,vote_count,Rank,Name,Total_Rev,Domestic_Rev,Foreign_Rev,Foreign_Percent,Domestic_Percent
506651,E,2018-11-18,16,0.666,0,1,829,"Mama Africa 2018 Re-release",10430,10430,0,100,0
506651,E,2018-11-18,16,0.666,0,1,830,"The Advocates",10402,10402,0,100,0
506651,E,2018-11-18,16,0.666,0,1,831,"The Quest of Alain Ducasse",9627,9627,0,100,0
506651,E,2018-11-18,16,0.666,0,1,832,"Strangers on the Earth",9518,9518,0,100,0
506651,E,2018-11-18,16,0.666,0,1,833,"El Mar La Mar",9065,9065,0,100,0
506651,E,2018-11-18,16,0.666,0,1,834,"Step Up: High Water",9005,9005,0,100,0
506651,E,2018-11-18,16,0.666,0,1,836,"Survivors Guide To Prison",8982,8982,0,100,0
506651,E,2018-11-18,16,0.666,0,1,838,"Summer of '67",8941,8941,0,100,0
506651,E,2018-11-18,16,0.666,0,1,840,"Blood Feast",8708,8708,0,100,0
506651,E,2018-11-18,16,0.666,0,1,843,"Legend of the Mountain",7640,7640,0,100,0
506651,E,2018-11-18,16,0.666,0,1,844,"Shoah: Four Sisters",7323,7323,0,100,0
506651,E,2018-11-18,16,0.666,0,1,845,"Tall: The American Skyscraper and Louis Sullivan",7216,7216,0,100,0
506651,E,2018-11-18,16,0.666,0,1,846,Painless,7082,7082,0,100,0
506651,E,2018-11-18,16,0.666,0,1,847,"In Echo Park",7072,7072,0,100,0
506651,E,2018-11-18,16,0.666,0,1,848,"In the Land of Pomegranates",7014,7014,0,100,0
506651,E,2018-11-18,16,0.666,0,1,849,"Duck Butter",6877,6877,0,100,0
506651,E,2018-11-18,16,0.666,0,1,850,"Calling All Earthlings",6756,6756,0,100,0
506651,E,2018-11-18,16,0.666,0,1,851,"A Whale of a Tale",6747,6747,0,100,0
506651,E,2018-11-18,16,0.666,0,1,852,Iceman,6719,2138,4581,31.8,68.2
506651,E,2018-11-18,16,0.666,0,1,853,"One Last Thing - Presented by Chicken Soup for the Soul",6232,6232,0,100,0
506651,E,2018-11-18,16,0.666,0,1,855,"An Actor Prepares",5891,1743,4148,29.6,70.4
506651,E,2018-11-18,16,0.666,0,1,856,"Are We Not Cats",5518,5518,0,100,0
506651,E,2018-11-18,16,0.666,0,1,857,"Cuban Food Stories",5434,5434,0,100,0
506651,E,2018-11-18,16,0.666,0,1,858,"In Searching",5210,5210,0,100,0
506651,E,2018-11-18,16,0.666,0,1,859,Intersection,5116,5116,0,100,0
506651,E,2018-11-18,16,0.666,0,1,860,"Notes on an Appearance",5065,5065,0,100,0
506651,E,2018-11-18,16,0.666,0,1,861,"The Texture of Falling",5010,5010,0,100,0
506651,E,2018-11-18,16,0.666,0,1,863,"An L.A. Minute",5004,5004,0,100,0
506651,E,2018-11-18,16,0.666,0,1,864,"The Other Side of Everything",4685,4685,0,100,0
506651,E,2018-11-18,16,0.666,0,1,865,"The Long Dumb Road",4667,4667,0,100,0
506651,E,2018-11-18,16,0.666,0,1,866,Weightless,4461,4461,0,100,0
506651,E,2018-11-18,16,0.666,0,1,867,"The Peacemaker",4400,4400,0,100,0
506651,E,2018-11-18,16,0.666,0,1,868,"The Party's Just Beginning",4371,4145,226,94.8,5.2
506651,E,2018-11-18,16,0.666,0,1,869,Cocote,4224,3815,409,90.3,9.7
506651,E,2018-11-18,16,0.666,0,1,870,"Stella's Last Weekend",4215,4215,0,100,0
506651,E,2018-11-18,16,0.666,0,1,871,Armed,3948,3948,0,100,0
506651,E,2018-11-18,16,0.666,0,1,872,"American Dresser",3895,3895,0,100,0
506651,E,2018-11-18,16,0.666,0,1,873,"The Second Time Around",3837,3837,0,100,0
506651,E,2018-11-18,16,0.666,0,1,874,Nelly,3751,3751,0,100,0
506651,E,2018-11-18,16,0.666,0,1,875,"The Family",3696,3696,0,100,0
506651,E,2018-11-18,16,0.666,0,1,877,"The Citizen 2018 Re-release",3495,3495,0,100,0
506651,E,2018-11-18,16,0.666,0,1,878,"The Cage Fighter",3392,3392,0,100,0
506651,E,2018-11-18,16,0.666,0,1,879,Followers,3350,3350,0,100,0
506651,E,2018-11-18,16,0.666,0,1,880,"Over the Limit",3243,3243,0,100,0
506651,E,2018-11-18,16,0.666,0,1,881,"Game Changers",3142,3142,0,100,0
506651,E,2018-11-18,16,0.666,0,1,885,"ACORN and the Firestorm",2621,2621,0,100,0
506651,E,2018-11-18,16,0.666,0,1,886,"West Of The Jordan River",1926,1926,0,100,0
506651,E,2018-11-18,16,0.666,0,1,887,"Finding Happiness",1841,1841,0,100,0
506651,E,2018-11-18,16,0.666,0,1,888,"The Lost Village",1780,1780,0,100,0
506651,E,2018-11-18,16,0.666,0,1,889,Henchmen,1469,1469,0,100,0
506651,E,2018-11-18,16,0.666,0,1,890,"That Way Madness Lies...",1447,1447,0,100,0
506651,E,2018-11-18,16,0.666,0,1,891,"Beauty and the Beholder",1368,1368,0,100,0
506651,E,2018-11-18,16,0.666,0,1,892,"Altered Perception",1259,1259,0,100,0
506651,E,2018-11-18,16,0.666,0,1,893,"Two Men Went to War 2018 Re-release",1227,1227,0,100,0
506651,E,2018-11-18,16,0.666,0,1,894,"Under the Turban",1190,1190,0,100,0
506651,E,2018-11-18,16,0.666,0,1,895,"Half Brothers",1100,1100,0,100,0
506651,E,2018-11-18,16,0.666,0,1,896,"Invisible Hands",1034,1034,0,100,0
506651,E,2018-11-18,16,0.666,0,1,897,"TVTV: Video Revolutionaries",812,812,0,100,0
506651,E,2018-11-18,16,0.666,0,1,898,"Higher Power",528,528,0,100,0
506680,"Unbroken: Path to Redemption",2018-09-14,18,5.981,6.7,36,245,"Unbroken: Path to Redemption",6216897,6216897,0,100,0
506971,"Teefa in Trouble",2018-07-20,28,3.021,7.3,12,489,"Teefa In Trouble",324633,0,324633,0,100
507076,Climax,2019-03-01,18,17.704,7.1,577,328,Climax,2027391,817339,1210052,40.3,59.7
507195,Guilt,2018-03-10,18,1.267,9,1,264,"The Guilty",4598051,207140,4390911,4.5,95.5
507256,Whitney,2018-07-06,99,9.061,7.8,99,263,Whitney,4605123,3026351,1578772,65.7,34.3
507331,"A Girl",2018-03-27,18,0.6,6,1,617,"A Boy. A Girl. A Dream.",112552,112552,0,100,0
507505,"El Angel",2018-11-09,80,7.222,7,143,251,"El Angel",5604680,109608,5495072,2,98
507527,"Getting Grace",2018-03-23,0,0.84,3.5,3,541,"Getting Grace",217812,217812,0,100,0
508003,McQueen,2018-04-22,99,8.1,8,54,298,McQueen,2739246,1257275,1481971,45.9,54.1
508422,"Penguin Highway",2018-12-31,12,5.693,7.6,42,273,"Penguin Highway",4006647,104567,3902080,2.6,97.4
509306,"The Box",2018-03-04,10402,0.6,6,1,651,"The Boxcar Children - Surprise Island",78676,78676,0,100,0
509314,"The Box",2018-03-04,0,0.6,8,1,651,"The Boxcar Children - Surprise Island",78676,78676,0,100,0
509316,"The Box",2018-03-04,0,0.897,8,1,651,"The Boxcar Children - Surprise Island",78676,78676,0,100,0
509402,América,2018-03-01,99,0.76,10,1,259,"Sgt. Stubby: An American Hero",4932694,4015935,916759,81.4,18.6
509402,América,2018-03-01,99,0.76,10,1,271,"The Fall of the American Empire",4090388,2178460,1911928,53.3,46.7
509402,América,2018-03-01,99,0.76,10,1,272,"American Animals",4080073,2856954,1223119,70,30
509402,América,2018-03-01,99,0.76,10,1,278,"Gosnell: The Trial of America's Biggest Serial Killer",3679893,3679893,0,100,0
509402,América,2018-03-01,99,0.76,10,1,633,"Godspeed: The Race Across America",96690,96690,0,100,0
509402,América,2018-03-01,99,0.76,10,1,688,"American Dream: Detroit",55092,55092,0,100,0
509402,América,2018-03-01,99,0.76,10,1,815,"American Socialist: The Life and Times of Eugene Victor Debs",12609,12609,0,100,0
509402,América,2018-03-01,99,0.76,10,1,818,"American Chaos",12368,12368,0,100,0
509402,América,2018-03-01,99,0.76,10,1,845,"Tall: The American Skyscraper and Louis Sullivan",7216,7216,0,100,0
509402,América,2018-03-01,99,0.76,10,1,872,"American Dresser",3895,3895,0,100,0
509999,"American Socialist: The Life and Times of Eugene Victor Debs",2018-03-02,99,0.662,7,1,815,"American Socialist: The Life and Times of Eugene Victor Debs",12609,12609,0,100,0
510737,"The Samuel Project",2018-10-05,0,1.558,0,0,571,"The Samuel Project",161565,161565,0,100,0
510883,"The Darkest",2018-03-23,27,4.883,0,6,118,"The Darkest Minds",41142379,12695691,28446688,30.9,69.1
511858,"One Last Thing",2018-06-13,18,4.43,8,6,853,"One Last Thing - Presented by Chicken Soup for the Soul",6232,6232,0,100,0
511972,"Love, Gilda",2018-04-18,99,5.78,7.3,24,417,"Love, Gilda",626318,626318,0,100,0
512064,Anne,2019-03-07,27,3.843,2.7,6,729,"Good Manners",35714,31177,4537,87.3,12.7
512230,"Charm City",2018-04-22,99,3.282,9,1,741,"Charm City",29335,29335,0,100,0
512404,"Ice Dragon: Legend of the Blue Daisies",2018-03-24,12,1.656,8.4,4,774,"Ice Dragon: Legend of the Blue Daisies",20549,20549,0,100,0
513147,Pie,2018-03-02,0,1.585,0,0,596,"Five Seasons: The Gardens of Piet Oudolf",130319,119223,11096,91.5,8.5
513324,"Higher Power",2018-05-11,28,5.029,5.1,49,898,"Higher Power",528,528,0,100,0
513427,"King Lear",2018-09-27,18,6.587,6.1,26,558,"National Theatre Live: King Lear",185305,185305,0,100,0
513574,Battle,2018-12-01,18,9.36,6.5,473,117,"The Great Battle",41509280,472166,41037114,1.1,98.9
513789,"The Doctor From India",2018-02-02,99,0.6,0,0,669,"The Doctor from India",67136,67136,0,100,0
514311,Grave,2018-03-26,18,0.621,0,0,438,"Grave of the Fireflies",516962,516962,0,100,0
514311,Grave,2018-03-26,18,0.621,0,0,747,"Milford Graves Full Mantis",26566,26566,0,100,0
514407,Indivisible,2018-10-26,18,5.623,5.9,18,280,Indivisible,3589633,3511417,78216,97.8,2.2
514410,Ice,2018-03-26,18,1.606,7.3,3,82,Vice,76073488,47836282,28237206,62.9,37.1
514410,Ice,2018-03-26,18,1.606,7.3,3,428,"Beetlejuice 2018 Re-release",562613,512947,49666,91.2,8.8
514410,Ice,2018-03-26,18,1.606,7.3,3,442,"Have a Nice Day",504003,79393,424610,15.8,84.2
514410,Ice,2018-03-26,18,1.606,7.3,3,485,"Sailor Moon R: The Movie: The Promise of the Rose/Sailor Moon S: The Movie - Hearts in Ice",335697,335697,0,100,0
514410,Ice,2018-03-26,18,1.606,7.3,3,557,Twiceland,186078,52874,133204,28.4,71.6
514410,Ice,2018-03-26,18,1.606,7.3,3,584,"The Price of Everything",144446,87400,57046,60.5,39.5
514410,Ice,2018-03-26,18,1.606,7.3,3,637,"Yuri!!! On Ice",90751,81878,8873,90.2,9.8
514410,Ice,2018-03-26,18,1.606,7.3,3,733,"Distant Voices, Still Lives 2018 Re-release",33301,5234,28067,15.7,84.3
514410,Ice,2018-03-26,18,1.606,7.3,3,774,"Ice Dragon: Legend of the Blue Daisies",20549,20549,0,100,0
514410,Ice,2018-03-26,18,1.606,7.3,3,852,Iceman,6719,2138,4581,31.8,68.2
514558,Cynthia,2018-08-31,35,3.225,5.2,6,684,Cynthia,58177,58177,0,100,0
514619,"Nobody's Fool",2018-11-02,35,10.308,6.1,129,129,"Nobody's Fool",33532593,31713110,1819483,94.6,5.4
514748,Fourplay,2018-03-30,35,2.364,5,2,876,Fourplay,3550,3550,0,100,0
514758,"The Last Resort",2018-01-23,99,1.813,7.5,2,574,"The Last Resort",158646,158646,0,100,0
514976,93Queen,2018-01-01,99,2.583,7,1,654,93Queen,76056,76056,0,100,0
515042,"Free Solo",2018-08-31,99,12.679,8,514,136,"Free Solo",29318861,17541090,11777771,59.8,40.2
515651,"Letter from Masanjia",2018-09-14,99,2.058,8,1,759,"Letter from Masanjia",23481,23481,0,100,0
515812,Fest,2018-02-26,16,0.6,0,0,169,"Hell Fest",18159691,11107431,7052260,61.2,38.8
515812,Fest,2018-02-26,16,0.6,0,0,607,"Blood Fest",122833,82774,40059,67.4,32.6
516088,"I Am MLK Jr.",2018-04-04,99,1.875,0,0,854,"I Am MLK Jr.",5918,5918,0,100,0
516237,"Gray Matter",2018-05-15,878,4.719,5.3,9,719,"Gray Matter",38034,38034,0,100,0
516321,"The Assassin's Code",2018-05-11,28,6.958,5.5,14,691,"The Assassin's Code",53940,11218,42722,20.8,79.2
517104,"Cold War",2017-11-19,35,1.542,0,0,162,"Cold War 2018 Re-release",20272780,4580048,15692732,22.6,77.4
517320,"The Pact",2018-08-17,27,2.278,5,31,332,"The Pact",1855647,2488,1853159,0.1,99.9
517814,Capernaum,2018-12-14,18,15.735,8.3,505,95,Capernaum,64398132,1661096,62737036,2.6,97.4
517839,Border,2018-10-26,18,13.569,6.7,291,320,Border,2177678,771930,1405748,35.4,64.6
517892,Nana,2018-04-13,99,0.6,0,0,883,Nana,2784,2784,0,100,0
517991,"The Spy Gone North",2018-08-17,18,9.036,7.5,49,122,"The Spy Gone North",38844509,500803,38343706,1.3,98.7
518068,"Along with the Gods: The Last 49 Days",2018-08-01,28,7.794,7.6,61,63,"Along With the Gods: The Last 49 Days",97962238,1200246,96761992,1.2,98.8
518496,Sauvage,2019-04-10,18,7.175,6.8,69,493,"Sauvage / Wild",317536,61604,255932,19.4,80.6
518514,"An Elephant's Journey",2018-04-16,12,2.491,3.8,4,755,"An Elephant's Journey",24844,24844,0,100,0
518516,"The Dating Project",2018-04-17,99,0.873,0,0,544,"The Dating Project",208100,208100,0,100,0
519255,"Bel Canto",2018-09-14,18,7.986,5.1,43,480,"Bel Canto",350264,125569,224695,35.8,64.2
519334,"The Riot and the Dance",2018-03-19,0,0.6,0,0,494,"The Riot and the Dance",316103,316103,0,100,0
519335,Goodland,2018-05-11,80,0.6,4,1,736,Goodland,32140,32140,0,100,0
519729,Still,2018-04-21,18,4.415,5.6,9,344,"I Still See You",1620637,1359,1619278,0,99.9
519729,Still,2018-04-21,18,4.415,5.6,9,486,"Russ Taff: I Still Believe",334983,334983,0,100,0
519729,Still,2018-04-21,18,4.415,5.6,9,714,"An Elephant Sitting Still",39599,32556,7043,82.2,17.8
519729,Still,2018-04-21,18,4.415,5.6,9,733,"Distant Voices, Still Lives 2018 Re-release",33301,5234,28067,15.7,84.3
520358,Champion,2018-05-18,18,1.536,6.2,6,226,Champion,8974547,97472,8877075,1.1,98.9
520358,Champion,2018-05-18,18,1.536,6.2,6,498,"Showtime Championship Boxing: Deontay Wilder vs. Tyson Fury",304482,304482,0,100,0
520358,Champion,2018-05-18,18,1.536,6.2,6,702,"350 Days - Legends. Champions. Survivors",47526,47526,0,100,0
520596,"The Oath",2018-10-12,35,6.23,5.6,41,464,"The Oath",401463,401463,0,100,0
520930,"Summer of '67",2018-06-29,18,2.164,6.8,2,838,"Summer of '67",8941,8941,0,100,0
521377,Exit,2018-04-27,878,1.452,0,0,709,"Golden Exits",41888,41888,0,100,0
521862,"Active Measures",2018-08-31,99,6.363,8.3,11,780,"Active Measures",19862,19862,0,100,0
521935,Cam,2018-11-16,27,10.402,5.9,726,351,"The Miseducation of Cameron Post",1451729,904703,547026,62.3,37.7
521935,Cam,2018-11-16,27,10.402,5.9,726,390,"Kirk Cameron: Connect",918127,918127,0,100,0
521935,Cam,2018-11-16,27,10.402,5.9,726,553,"Claire's Camera",191980,83418,108562,43.5,56.5
521935,Cam,2018-11-16,27,10.402,5.9,726,567,"The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias",167991,167991,0,100,0
521935,Cam,2018-11-16,27,10.402,5.9,726,824,"Around India with a Movie Camera",11568,10389,1179,89.8,10.2
521985,Hannah,2018-05-01,27,0.6,3,1,114,"The Possession of Hannah Grace",43016528,14837422,28179106,34.5,65.5
521985,Hannah,2018-05-01,27,0.6,3,1,582,Hannah,146325,11700,134625,8,92
522708,20,2018-05-06,99,0.6,0,0,89,"Spirited Away 2018 Re-release",70186029,1175067,69010962,1.7,98.3
522708,20,2018-05-06,99,0.6,0,0,104,"Once Upon a Deadpool 2018 Re-release",50500309,6100309,44400000,12.1,87.9
522708,20,2018-05-06,99,0.6,0,0,143,"My Neighbor Totoro 2018 Re-release",27083857,1144649,25939208,4.2,95.8
522708,20,2018-05-06,99,0.6,0,0,162,"Cold War 2018 Re-release",20272780,4580048,15692732,22.6,77.4
522708,20,2018-05-06,99,0.6,0,0,163,"They Shall Not Grow Old 2018 Re-release",19130011,17956913,1173098,93.9,6.1
522708,20,2018-05-06,99,0.6,0,0,199,"Tall Tales from the Magical Garden of Antoon Krings 2018 Re-release",12353849,220,12353629,0,100
522708,20,2018-05-06,99,0.6,0,0,261,"Hamlet 2018 Re-release",4630718,235229,4395489,5.1,94.9
522708,20,2018-05-06,99,0.6,0,0,282,"The Oscar Nominated Short Films 2018: Live Action",3511123,3508777,2346,99.9,0
522708,20,2018-05-06,99,0.6,0,0,307,"Maquia: When the Promised Flower Blooms 2018 Re-release",2569927,18539,2551388,0.7,99.3
522708,20,2018-05-06,99,0.6,0,0,310,"The Breadwinner 2018 Re-release",2426907,834,2426073,0,100
522708,20,2018-05-06,99,0.6,0,0,314,"The House That Jack Built 2018 Re-release",2268855,87993,2180862,3.9,96.1
522708,20,2018-05-06,99,0.6,0,0,319,"Maria By Callas 2018 Re-release",2185562,1267301,918261,58,42
522708,20,2018-05-06,99,0.6,0,0,341,"Grease 2018 Re-release",1710727,1213413,497314,70.9,29.1
522708,20,2018-05-06,99,0.6,0,0,350,"Princess Mononoke 2018 Re-release",1519321,1423877,95444,93.7,6.3
522708,20,2018-05-06,99,0.6,0,0,352,"The Dawn Wall 2018 Re-release",1442013,970032,471981,67.3,32.7
522708,20,2018-05-06,99,0.6,0,0,371,"Elliot the Littlest Reindeer 2018 Re-release",1145012,24262,1120750,2.1,97.9
522708,20,2018-05-06,99,0.6,0,0,375,"The Dark Crystal 2018 Re-release",1036956,1036956,0,100,0
522708,20,2018-05-06,99,0.6,0,0,380,"Labyrinth 2018 Re-release",993336,993336,0,100,0
522708,20,2018-05-06,99,0.6,0,0,387,"Schindler's List 2018 Re-release",937140,833050,104090,88.9,11.1
522708,20,2018-05-06,99,0.6,0,0,388,"White Christmas 2018 Re-release",928298,928298,0,100,0
522708,20,2018-05-06,99,0.6,0,0,404,"The Polar Express 2018 Re-release",731018,731018,0,100,0
522708,20,2018-05-06,99,0.6,0,0,415,"Ponyo 2018 Re-release",653072,653072,0,100,0
522708,20,2018-05-06,99,0.6,0,0,418,"The Sound of Music 2018 Re-release",624392,616171,8221,98.7,1.3
522708,20,2018-05-06,99,0.6,0,0,423,"DCI 2019: Big, Loud & Live 16",603320,603320,0,100,0
522708,20,2018-05-06,99,0.6,0,0,425,"The Big Lebowski 2018 Re-release",592832,582585,10247,98.3,1.7
522708,20,2018-05-06,99,0.6,0,0,426,"Bilal: A New Breed of Hero 2018 Re-release",576805,490973,85832,85.1,14.9
522708,20,2018-05-06,99,0.6,0,0,427,"The Cat Returns 2018 Re-release",563718,563718,0,100,0
522708,20,2018-05-06,99,0.6,0,0,428,"Beetlejuice 2018 Re-release",562613,512947,49666,91.2,8.8
522708,20,2018-05-06,99,0.6,0,0,430,"Castle in the Sky 2018 Re-release",557541,523664,33877,93.9,6.1
522708,20,2018-05-06,99,0.6,0,0,439,"The Sandlot 2018 Re-release",516130,516130,0,100,0
522708,20,2018-05-06,99,0.6,0,0,440,"Bullitt 2018 Re-release",511350,511350,0,100,0
522708,20,2018-05-06,99,0.6,0,0,448,"South Pacific 2018 Re-release",458000,458000,0,100,0
522708,20,2018-05-06,99,0.6,0,0,451,"Porco Rosso 2018 Re-release",443059,443059,0,100,0
522708,20,2018-05-06,99,0.6,0,0,452,"Elf 2018 Re-release",442073,442073,0,100,0
522708,20,2018-05-06,99,0.6,0,0,454,"DCI 2018 Tour Premeire",434008,434008,0,100,0
522708,20,2018-05-06,99,0.6,0,0,458,"Frankenstein 2018 Re-release",417783,417783,0,100,0
522708,20,2018-05-06,99,0.6,0,0,461,"Vertigo 2018 Re-release",408560,394212,14348,96.5,3.5
522708,20,2018-05-06,99,0.6,0,0,463,"The Philadelphia Story 2018 Re-release",404524,404524,0,100,0
522708,20,2018-05-06,99,0.6,0,0,465,"West Side Story 2018 Re-release",398670,398670,0,100,0
522708,20,2018-05-06,99,0.6,0,0,467,"Krull 2018 Re-release",397157,397157,0,100,0
522708,20,2018-05-06,99,0.6,0,0,475,"The Dark Knight 2018 Re-release",375589,375589,0,100,0
522708,20,2018-05-06,99,0.6,0,0,476,"Jurassic Park 2018 Re-release",374238,374238,0,100,0
522708,20,2018-05-06,99,0.6,0,0,477,"Pom Poko 2018 Re-release",372405,372405,0,100,0
522708,20,2018-05-06,99,0.6,0,0,478,"Ruben Brandt, Collector 2018 Re-release",369513,117963,251550,31.9,68.1
522708,20,2018-05-06,99,0.6,0,0,479,"The Wizard of Oz 2018 Re-release",351839,351839,0,100,0
522708,20,2018-05-06,99,0.6,0,0,497,"The Mercy 2018 Re-release",306205,29538,276667,9.6,90.4
522708,20,2018-05-06,99,0.6,0,0,500,"Sunset Blvd. 2018 Re-release",299645,299645,0,100,0
522708,20,2018-05-06,99,0.6,0,0,501,"Harry Potter and the Sorcerer's Stone 2018 Re-release",295917,295917,0,100,0
522708,20,2018-05-06,99,0.6,0,0,509,"Disney's Newsies: The Broadway Musical! 2018 Re-release",282429,282429,0,100,0
522708,20,2018-05-06,99,0.6,0,0,517,"The Producers 2018 Re-release",263277,216807,46470,82.3,17.7
522708,20,2018-05-06,99,0.6,0,0,520,"Across the Universe 2018 Re-release",258618,258618,0,100,0
522708,20,2018-05-06,99,0.6,0,0,521,"Big 2018 Re-release",258507,258507,0,100,0
522708,20,2018-05-06,99,0.6,0,0,524,"Harry Potter and the Chamber of Secrets 2018 Re-release",245501,245501,0,100,0
522708,20,2018-05-06,99,0.6,0,0,531,"Superman 2018 Re-release",233585,233585,0,100,0
522708,20,2018-05-06,99,0.6,0,0,533,"Belle and Sebastian, Friends for Life 2018 Re-release",229983,105890,124093,46,54
522708,20,2018-05-06,99,0.6,0,0,539,"Harry Potter and the Prisoner of Azkaban 2018 Re-release",218774,218774,0,100,0
522708,20,2018-05-06,99,0.6,0,0,549,"Rebel Without a Cause 2018 Re-release",199963,199963,0,100,0
522708,20,2018-05-06,99,0.6,0,0,554,"Harry Potter and the Goblet of Fire 2018 Re-release",188716,188716,0,100,0
522708,20,2018-05-06,99,0.6,0,0,561,"Harry Potter and the Deathly Hallows: Part 2 2018 Re-release",181938,181938,0,100,0
522708,20,2018-05-06,99,0.6,0,0,568,"Is Genesis History? 2018 Re-release",166763,166763,0,100,0
522708,20,2018-05-06,99,0.6,0,0,573,"National Theatre Live: The Curious Incident of the Dog in the Night-Time 2018 Re-release",160381,160381,0,100,0
522708,20,2018-05-06,99,0.6,0,0,580,"Harry Potter and the Deathly Hallows: Part 1 2018 Re-release",148263,148263,0,100,0
522708,20,2018-05-06,99,0.6,0,0,581,"Night of the Living Dead 2018 Re-release",147423,147423,0,100,0
522708,20,2018-05-06,99,0.6,0,0,583,"Mr. Smith Goes to Washington 2018 Re-release",144738,144738,0,100,0
522708,20,2018-05-06,99,0.6,0,0,592,"Harry Potter and the Order of the Phoenix 2018 Re-release",132522,132522,0,100,0
522708,20,2018-05-06,99,0.6,0,0,593,"Rudy 2018 Re-release",131200,131200,0,100,0
522708,20,2018-05-06,99,0.6,0,0,597,"Harry Potter and the Half-Blood Prince 2018 Re-release",130081,130081,0,100,0
522708,20,2018-05-06,99,0.6,0,0,599,"The Metropolitan Opera HD Live: Tchaikovsky: Eugene Onegin 2018 Re-release",129498,129498,0,100,0
522708,20,2018-05-06,99,0.6,0,0,602,"Sleepless in Seattle 2018 Re-release",127281,127281,0,100,0
522708,20,2018-05-06,99,0.6,0,0,606,"Wings of Desire 2018 Re-release",123830,123830,0,100,0
522708,20,2018-05-06,99,0.6,0,0,608,"Yu-Gi-Oh!: The Movie - Pyramid of Light 2018 Re-release",121688,121688,0,100,0
522708,20,2018-05-06,99,0.6,0,0,610,"Styx 2018 Re-release",118188,70794,47394,59.9,40.1
522708,20,2018-05-06,99,0.6,0,0,612,"George Takei's Allegiance 2018 Re-release",117162,117162,0,100,0
522708,20,2018-05-06,99,0.6,0,0,627,"Andrei Rublev 2018 Re-release",102021,102021,0,100,0
522708,20,2018-05-06,99,0.6,0,0,636,"BANDSTAND: The Broadway Musical on Screen 2018 Re-release",91000,91000,0,100,0
522708,20,2018-05-06,99,0.6,0,0,642,"Goldstone 2018 Re-release",87639,87639,0,100,0
522708,20,2018-05-06,99,0.6,0,0,662,"The Fog 2018 Re-release",70421,70421,0,100,0
522708,20,2018-05-06,99,0.6,0,0,687,"Mamma Mia! 2018 Re-release",55168,39601,15567,71.8,28.2
522708,20,2018-05-06,99,0.6,0,0,696,"Wanda 2018 Re-release",51713,51713,0,100,0
522708,20,2018-05-06,99,0.6,0,0,733,"Distant Voices, Still Lives 2018 Re-release",33301,5234,28067,15.7,84.3
522708,20,2018-05-06,99,0.6,0,0,740,"Memories of Underdevelopment 2018 Re-release",29647,29647,0,100,0
522708,20,2018-05-06,99,0.6,0,0,743,"Quai des Orfèvres 2018 Re-release",28013,28013,0,100,0
522708,20,2018-05-06,99,0.6,0,0,752,"Jet Trash 2018 Re-release",26002,26002,0,100,0
522708,20,2018-05-06,99,0.6,0,0,792,"Batman: Mask of the Phantasm 2018 Re-release",17813,17813,0,100,0
522708,20,2018-05-06,99,0.6,0,0,802,"Tom of Finland 2018 Re-release",15483,3314,12169,21.4,78.6
522708,20,2018-05-06,99,0.6,0,0,827,"Edward II 2018 Re-release",11055,4826,6229,43.7,56.3
522708,20,2018-05-06,99,0.6,0,0,829,"Mama Africa 2018 Re-release",10430,10430,0,100,0
522708,20,2018-05-06,99,0.6,0,0,877,"The Citizen 2018 Re-release",3495,3495,0,100,0
522708,20,2018-05-06,99,0.6,0,0,893,"Two Men Went to War 2018 Re-release",1227,1227,0,100,0
522866,"Searching for Ingmar Bergman",2018-11-02,99,2.618,5.7,7,671,"Searching for Ingmar Bergman",64742,36686,28056,56.7,43.3
522921,"How Long Will I Love U",2018-05-17,35,4.375,7.4,11,78,"How Long Will I Love U",82881319,746933,82134386,0.9,99.1
523427,"Puffs: Filmed Live Off Broadway",2018-05-09,35,0.6,10,1,445,"Puffs: Filmed Live Off Broadway",464483,464483,0,100,0
523604,"The Legend of Hallowaiian",2018-10-18,28,1.809,0,0,692,"The Legend of Hallowaiian",53738,451,53287,0.8,99.2
523773,"Little Italy",2018-09-21,35,9.491,6.7,233,357,"Little Italy",1362536,990230,372306,72.7,27.3
523798,"Above and Beyond: NASA's Journey to Tomorrow",2018-10-13,99,3.536,7.3,3,657,"Above and Beyond: NASA's Journey to Tomorrow",74711,74711,0,100,0
523866,"American Dream: Detroit",2018-05-01,99,0.622,0,0,688,"American Dream: Detroit",55092,55092,0,100,0
523910,"The Aliens",2018-04-17,18,1.169,7,1,196,"Luis and the Aliens",12627729,169710,12458019,1.3,98.7
523926,Papa,2018-06-14,18,3.428,0,0,363,"Shed Skin Papa",1278065,13331,1264734,1,99
524141,"Reign of Judges: Title of Liberty - Concept Short",2018-03-15,28,1.586,0,0,631,"Reign of Judges: Title of Liberty - Concept Short",98408,93224,5184,94.7,5.3
525213,"Ya veremos",2018-08-31,35,3.12,6.6,20,189,"Ya veremos",14134723,4165949,9968774,29.5,70.5
525662,Spiral,2018-06-22,99,0.676,0,0,842,Spiral,8190,8190,0,100,0
525821,Prodigy,2018-12-19,18,3.886,2.5,2,156,"The Prodigy",21150265,14856291,6293974,70.2,29.8
526044,"La Traviata",2018-04-16,0,0.6,0,0,330,"The Metropolitan Opera HD Live: Verdi: La Traviata",1982588,1882931,99657,95,5
