,movie_id,title,release_date,genre_ids,popularity,vote_avg,vote_count,Rank,Name,Total_Rev,Domestic_Rev,Foreign_Rev,Foreign_Percent,Domestic_Percent
344,453278,The Rider,2018-04-13,18,10.002,7.3,183,284,The Rider,3434963,2419031,1015932,70.4,29.6
346,453354,Ava,2017-11-14,18,3.1889999999999996,6.1,68,771,Ava,20940,20940,0,100.0,0.0
348,454283,Action Point,2018-06-01,35,11.38,5.2,175,255,Action Point,5103663,5059608,44055,99.1,0.9
349,454286,God's Not Dead: A Light in Darkness,2018-03-30,18,7.524,6.8,55,236,God's Not Dead: A Light in Darkness,7414178,5728940,1685238,77.3,22.7
350,454293,Night School,2018-09-28,35,15.822000000000001,6.0,922,61,Night School,103105878,77339130,25766748,75.0,25.0
351,454312,Tyrel,2018-12-05,35,5.255,6.2,9,768,Tyrel,21456,21456,0,100.0,0.0
352,454619,Overboard,2018-05-04,35,17.682000000000002,6.3,640,72,Overboard,91244913,50316123,40928790,55.1,44.9
353,454652,Colette,2018-09-21,18,14.094000000000001,7.1,417,188,Colette,14273033,5137622,9135411,36.0,64.0
354,454904,Straight Into a Storm,2018-06-15,99,0.6,0.0,0,884,Straight Into a Storm,2684,2684,0,100.0,0.0
355,454992,The Spy Who Dumped Me,2018-08-03,28,18.701,6.4,1199,86,The Spy Who Dumped Me,75320680,33562069,41758611,44.6,55.4
356,455108,The Little Stranger,2018-08-31,18,9.222000000000001,5.6,100,334,The Little Stranger,1824902,713143,1111759,39.1,60.9
357,455207,Crazy Rich Asians,2018-08-15,35,15.120999999999999,7.0,1814,38,Crazy Rich Asians,238532921,174532921,64000000,73.2,26.8
358,455401,Keep the Change,2018-03-16,35,2.117,7.1,7,546,Keep the Change,202788,202788,0,100.0,0.0
359,455980,Tag,2018-06-15,35,16.84,6.7,1523,81,Tag,78130625,54730625,23400000,70.1,29.9
364,456086,Support the Girls,2018-08-24,18,7.939,6.2,68,587,Support the Girls,139550,129124,10426,92.5,7.5
365,457136,Mary Queen of Scots,2018-12-07,18,13.287,6.6,831,108,Mary Queen of Scots,46672564,16468499,30204065,35.3,64.7
366,457243,The Long Dumb Road,2018-11-09,35,4.967,5.7,27,865,The Long Dumb Road,4667,4667,0,100.0,0.0
368,457775,The Devil and Father Amorth,2018-04-20,99,4.677,5.4,52,775,The Devil and Father Amorth,20449,20449,0,100.0,0.0
369,457955,The Night Eats the World,2018-07-13,18,7.1610000000000005,5.8,209,634,The Night Eats the World,95208,0,95208,0.0,100.0
370,458080,Filmworker,2018-05-11,99,4.936,7.3,27,616,Filmworker,112828,102609,10219,90.9,9.1
371,458203,Apocalypsis,2018-03-17,0,1.327,7.5,3,777,Apocalypsis,20052,20052,0,100.0,0.0
372,458252,Tall Tales from the Magical Garden of Antoon Krings,2018-01-31,16,3.467,5.6,17,199,Tall Tales from the Magical Garden of Antoon Krings 2018 Re-release,12353849,220,12353629,0.0,100.0
373,458344,"Juliet, Naked",2018-08-17,35,10.530999999999999,6.5,187,266,"Juliet, Naked",4508260,3444895,1063365,76.4,23.6
374,458423,Mamma Mia! Here We Go Again,2018-07-20,35,13.587,7.2,1945,22,Mamma Mia! Here We Go Again,395044706,120634935,274409771,30.5,69.5
375,458594,Peppermint,2018-09-07,28,16.154,6.5,925,100,Peppermint,53918723,35418723,18500000,65.7,34.3
376,458737,First Reformed,2018-05-18,18,13.695,7.0,553,274,First Reformed,3862498,3448256,414242,89.3,10.7
377,458823,Acorn and the Firestorm,2018-04-06,36,0.6,5.0,1,885,ACORN and the Firestorm,2621,2621,0,100.0,0.0
379,460048,Heavy Trip,2018-10-05,35,6.417999999999999,7.2,56,762,Heavy Trip,22460,10153,12307,45.2,54.8
380,460071,Lizzie,2018-09-14,80,7.671,5.9,81,395,Lizzie,844786,642157,202629,76.0,24.0
381,460555,Operation Red Sea,2018-02-23,28,12.103,6.6,68,13,Operation Red Sea,579220560,1543547,577677013,0.3,99.7
382,460668,I Feel Pretty,2018-04-20,35,18.662,6.4,1259,67,I Feel Pretty,94539426,48795601,45743825,51.6,48.4
383,460885,Mandy,2018-09-13,28,15.435,6.2,760,359,Mandy,1335484,1214525,120959,90.9,9.1
388,461844,Liyana,2018-10-10,16,1.589,0.0,2,705,Liyana,44045,44045,0,100.0,0.0
389,461928,Anna and the Apocalypse,2018-11-30,35,11.979000000000001,6.4,88,413,Anna and the Apocalypse,670430,545597,124833,81.4,18.6
393,463258,Colossal Youth,2018-08-03,35,2.383,0.0,0,837,Colossal Youth,8968,8331,637,92.9,7.1
394,463272,Johnny English Strikes Again,2018-10-26,35,17.046,6.2,1251,48,Johnny English Strikes Again,158970776,4412170,154558606,2.8,97.2
399,463821,The House with a Clock in Its Walls,2018-09-21,14,17.629,6.2,1128,53,The House with a Clock in Its Walls,131457147,68549695,62907452,52.1,47.9
400,464502,Acrimony,2018-03-30,53,11.027999999999999,6.6,205,110,Tyler Perry's Acrimony,46403669,43549096,2854573,93.8,6.2
401,465136,Every Day,2018-02-23,18,14.489,7.0,1222,214,Every Day,10421847,6102076,4319771,58.6,41.4
402,465155,Followers,2018-03-28,53,1.804,6.0,6,879,Followers,3350,3350,0,100.0,0.0
403,465871,Maria by Callas,2018-11-02,99,2.7680000000000002,7.7,16,319,Maria By Callas 2018 Re-release,2185562,1267301,918261,58.0,42.0
404,465914,If Beale Street Could Talk,2018-12-14,18,12.315999999999999,7.1,528,160,If Beale Street Could Talk,20572691,14915773,5656918,72.5,27.5
405,466410,Who We Are Now,2018-05-25,18,3.738,5.6,14,782,Who We Are Now,19128,19128,0,100.0,0.0
406,466874,Mother,2018-03-10,18,2.498,7.7,3,753,Black Mother,25919,18762,7157,72.4,27.6
407,467632,Bad Samaritan,2018-05-04,53,10.958,6.7,253,262,Bad Samaritan,4623836,3435047,1188789,74.3,25.7
408,467660,Unsane,2018-03-23,27,14.794,6.2,799,187,Unsane,14293601,7732899,6560702,54.1,45.9
409,467917,A Kid Like Jake,2018-06-01,18,8.835,6.2,47,678,A Kid Like Jake,60784,58403,2381,96.1,3.9
410,467936,The Children Act,2018-09-14,18,9.443999999999999,6.6,326,174,The Children Act,17696794,547750,17149044,3.1,96.9
411,467938,Revenge,2018-05-11,28,13.159,6.3,819,392,Revenge,913331,102091,811240,11.2,88.8
412,467952,The Catcher Was a Spy,2018-06-22,18,7.769,6.3,84,385,The Catcher Was a Spy,953953,725223,228730,76.0,24.0
413,468210,Sweet Country,2018-04-06,18,6.29,6.7,74,333,Sweet Country,1847693,104297,1743396,5.6,94.4
415,468287,Hannah,2018-03-09,18,2.295,5.9,29,582,Hannah,146325,11700,134625,8.0,92.0
416,468735,Madeline's Madeline,2018-08-10,18,5.386,6.3,36,550,Madeline's Madeline,197309,185576,11733,94.1,5.9
417,469062,Scotty and the Secret History of Hollywood,2018-07-27,99,3.111,6.7,13,447,Scotty and the Secret History of Hollywood,461689,461689,0,100.0,0.0
418,469721,The Cured,2018-02-23,18,7.0889999999999995,5.5,139,491,The Cured,323776,26630,297146,8.2,91.8
419,470044,The Hate U Give,2018-10-19,80,19.107,8.3,850,128,The Hate U Give,34934009,29719483,5214526,85.1,14.9
420,470333,Hearts Beat Loud,2018-06-08,35,9.815,7.4,109,311,Hearts Beat Loud,2417165,2386251,30914,98.7,1.3
423,470878,I Can Only Imagine,2018-03-16,35,13.505999999999998,7.5,188,75,I Can Only Imagine,86022265,83482352,2539913,97.0,3.0
424,470894,At First Light,2018-03-10,878,9.387,6.0,51,748,At First Light,26338,3292,23046,12.5,87.5
426,470918,Beast,2018-05-11,80,9.049,6.8,104,339,Beast,1744071,800365,943706,45.9,54.1
428,471507,Destroyer,2018-12-25,28,13.175,6.0,290,253,Destroyer,5580940,1533324,4047616,27.5,72.5
429,471856,Non-Fiction,2018-09-01,35,9.127,5.5,83,279,Non-Fiction,3618888,704919,2913969,19.5,80.5
430,472226,Blood Fest,2018-03-09,35,8.368,5.4,79,607,Blood Fest,122833,82774,40059,67.4,32.6
431,472451,Boy Erased,2018-11-02,18,13.485,7.2,602,201,Boy Erased,11853081,6788692,5064389,57.3,42.7
433,472608,The Final Year,2018-01-19,99,2.037,7.4,21,518,The Final Year,262286,191900,70386,73.2,26.8
434,472805,Outside In,2018-03-30,18,5.541,6.6,27,665,Outside In,68492,68492,0,100.0,0.0
435,473149,Traffik,2018-04-20,53,13.118,5.8,191,223,Traffik,9515914,9186156,329758,96.5,3.5
436,473262,"Nico, 1988",2018-07-04,18,4.47,7.2,43,644,"Nico, 1988",83558,73304,10254,87.7,12.3
437,474335,Uncle Drew,2018-06-29,35,8.209,6.5,249,109,Uncle Drew,46664414,42469946,4194468,91.0,9.0
438,474392,Samson,2018-02-16,28,14.130999999999998,5.3,83,260,Samson,4873825,4719928,153897,96.8,3.2
440,474395,Teen Titans Go! To the Movies,2018-07-27,28,12.921,7.0,397,101,Teen Titans GO! to the Movies,52090236,29790236,22300000,57.2,42.8
441,474464,The Judge,2018-04-13,99,0.737,7.5,2,760,The Judge,23127,22257,870,96.2,3.8
442,474487,Chasing the Blues,2018-10-05,35,0.6,0.0,0,809,Chasing the Blues,14030,14030,0,100.0,0.0
444,474753,The China Hustle,2018-03-30,99,3.783,7.8,33,701,The China Hustle,48650,48650,0,100.0,0.0
445,475094,The Captain,2018-07-27,10752,6.817,7.1,150,367,The Captain,1196669,109226,1087443,9.1,90.9
446,475132,A Private War,2018-11-16,18,11.462,6.8,186,275,A Private War,3826678,1633208,2193470,42.7,57.3
447,475215,Mirai,2018-11-30,16,8.792,7.3,234,139,Mirai,27526961,812794,26714167,3.0,97.0
448,476292,Maquia: When the Promised Flower Blooms,2018-07-20,16,12.655,7.3,107,307,Maquia: When the Promised Flower Blooms 2018 Re-release,2569927,18539,2551388,0.7,99.3
449,476292,Maquia: When the Promised Flower Blooms,2018-07-20,16,12.655,7.3,107,331,Maquia: When the Promised Flower Blooms,1979604,185699,1793905,9.4,90.6
450,476299,Ghostland,2018-06-22,27,13.227,7.2,941,250,Incident in a Ghostland,5643957,0,5643957,0.0,100.0
451,476335,Shock and Awe,2018-07-13,18,6.4,6.6,43,560,Shock and Awe,182415,77980,104435,42.7,57.3
452,476764,The Front Runner,2018-11-06,18,10.950999999999999,6.0,162,290,The Front Runner,3242235,2000105,1242130,61.7,38.3
453,476968,"Paul, Apostle of Christ",2018-03-28,36,12.373,7.0,104,149,"Paul, Apostle of Christ",23039243,17560475,5478768,76.2,23.8
454,477510,Dog Days,2018-08-24,35,11.534,6.8,122,240,Dog Days,6819044,6809080,9964,99.9,0.1
466,477654,Museo,2018-09-14,80,3.94,6.7,42,401,Museo,759626,148505,611121,19.5,80.5
467,478426,"Westwood: Punk, Icon, Activist",2018-01-20,99,2.331,5.9,8,469,"Westwood: Punk, Icon, Activist",386856,58979,327877,15.2,84.8
468,478427,Postcards from London,2018-11-09,18,1.891,5.8,10,801,Postcards from London,15548,5312,10236,34.2,65.8
469,479574,Elliot,2017-10-05,14,0.6,0.0,0,371,Elliot the Littlest Reindeer 2018 Re-release,1145012,24262,1120750,2.1,97.9
470,480530,Creed II,2018-11-21,18,22.644000000000002,6.8,2619,39,Creed II,214115889,115715889,98400000,54.0,46.0
471,480853,Nancy,2018-06-08,9648,6.68,5.8,28,649,Nancy,80115,80115,0,100.0,0.0
472,481370,Bigger,2018-10-13,18,3.469,6.0,13,697,Bigger,51684,46382,5302,89.7,10.3
473,482150,Liz and the Blue Bird,2018-11-09,16,5.4670000000000005,7.8,18,406,Liz and the Blue Bird,726454,63204,663250,8.7,91.3
474,482712,The Apparition,2018-09-07,18,7.308,6.3,73,281,The Apparition,3562793,28293,3534500,0.8,99.2
475,483315,Armed,2018-09-14,28,4.744,4.3,9,871,Armed,3948,3948,0,100.0,0.0
476,483347,Little Women,2018-09-28,18,3.139,7.0,13,353,Little Women,1428125,1379497,48628,96.6,3.4
477,483435,All About Nina,2018-09-28,35,6.22,6.8,19,629,All About Nina,100335,100335,0,100.0,0.0
478,484247,A Simple Favor,2018-09-14,35,15.613,6.6,2218,64,A Simple Favor,97644617,53548586,44096031,54.8,45.2
479,484355,Here and Now,2018-11-09,18,7.55,4.9,22,676,Here and Now,61271,13892,47379,22.7,77.3
480,484428,Becoming Astrid,2018-11-23,18,4.125,7.5,45,386,Becoming Astrid,938766,120486,818280,12.8,87.2
481,484829,Swan Lake,2018-06-12,10402,1.069,0.0,0,641,Bolshoi Ballet: Swan Lake,88905,88905,0,100.0,0.0
482,486072,Leo Da Vinci: Mission Mona Lisa,2018-04-13,12,4.098,5.4,33,305,Leo Da Vinci: Mission Mona Lisa,2588859,19978,2568881,0.8,99.2
483,486947,The Guilty,2018-10-19,80,13.448,7.3,570,264,The Guilty,4598051,207140,4390911,4.5,95.5
484,487558,BlacKkKlansman,2018-07-30,80,19.782,7.6,3834,69,BlacKkKlansman,93400823,49275340,44125483,52.8,47.2
485,488036,Alien Intrusion: Unmasking a Deception,2018-01-11,99,1.818,3.0,1,529,Alien Intrusion: Unmasking a Deception,237411,237411,0,100.0,0.0
486,488637,Game Changers,2018-06-29,99,2.291,7.8,4,881,Game Changers,3142,3142,0,100.0,0.0
487,488740,Of Fathers and Sons,2018-11-16,99,1.835,6.8,21,816,Of Fathers and Sons,12579,12579,0,100.0,0.0
488,489327,Stella's Last Weekend,2018-10-12,35,4.496,7.4,11,870,Stella's Last Weekend,4215,4215,0,100.0,0.0
489,489471,The Dawn Wall,2018-03-11,12,5.803999999999999,8.3,104,352,The Dawn Wall 2018 Re-release,1442013,970032,471981,67.3,32.7
491,489925,Eighth Grade,2018-07-13,35,11.78,7.4,654,185,Eighth Grade,14347433,13539709,807724,94.4,5.6
492,489928,Blaze,2018-09-07,18,6.977,7.1,19,409,Blaze,704955,704955,0,100.0,0.0
493,489930,Blindspotting,2018-07-20,35,10.051,7.5,284,258,Blindspotting,5004504,4333394,671110,86.6,13.4
494,489931,American Animals,2018-06-01,80,12.539000000000001,6.9,411,272,American Animals,4080073,2856954,1223119,70.0,30.0
495,489934,Monsters and Men,2018-09-28,18,7.3020000000000005,6.0,20,441,Monsters and Men,510967,500101,10866,97.9,2.1
496,489983,Crime + Punishment,2018-01-19,99,2.417,5.0,1,786,Crime + Punishment,18644,18644,0,100.0,0.0
497,489985,Minding the Gap,2018-01-21,99,9.035,7.9,61,638,Minding the Gap,90328,11998,78330,13.3,86.7
498,489987,The Price of Everything,2018-01-19,99,3.062,7.8,12,584,The Price of Everything,144446,87400,57046,60.5,39.5
499,489988,Three Identical Strangers,2018-06-29,99,10.405,7.5,232,191,Three Identical Strangers,13448497,12320845,1127652,91.6,8.4
501,489995,306 Hollywood,2018-01-18,99,2.191,6.5,2,790,306 Hollywood,18399,18399,0,100.0,0.0
502,489999,Searching,2018-08-24,18,15.802999999999999,7.6,1850,85,Searching,75462037,26020957,49441080,34.5,65.5
503,489999,Searching,2018-08-24,18,15.802999999999999,7.6,1850,671,Searching for Ingmar Bergman,64742,36686,28056,56.7,43.3
504,489999,Searching,2018-08-24,18,15.802999999999999,7.6,1850,858,In Searching,5210,5210,0,100.0,0.0
505,490000,We the Animals,2018-01-20,18,6.709,6.8,51,453,We the Animals,434743,400961,33782,92.2,7.8
506,490001,Believer,2018-01-20,99,5.901,7.2,11,121,Believer,39047153,365639,38681514,0.9,99.1
507,490003,Won't You Be My Neighbor?,2018-06-08,99,13.847000000000001,8.3,238,151,Won't You Be My Neighbor?,22842400,22835787,6613,100.0,0.0
508,490005,Never Goin' Back,2018-08-03,35,5.946000000000001,6.5,34,677,Never Goin' Back,61271,61271,0,100.0,0.0
509,490033,Holiday,2019-02-22,18,3.54,5.4,38,410,Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,695130,695130,0,100.0,0.0
510,490071,Half the Picture,2018-06-08,99,3.409,5.0,4,766,Half the Picture,21589,21589,0,100.0,0.0
511,490132,Green Book,2018-11-16,35,23.574,8.3,4820,31,Green Book,321752656,85080171,236672485,26.4,73.6
512,490758,Bisbee '17,2018-09-05,99,5.682,8.0,7,611,Bisbee '17,117470,117470,0,100.0,0.0
513,490778,Parchi,2018-01-12,28,1.96,10.0,1,653,Parchi,77110,69431,7679,90.0,10.0
514,490780,Dark Money,2018-01-22,99,4.65,7.5,8,540,Dark Money,217932,217932,0,100.0,0.0
515,490785,"Hale County This Morning, This Evening",2018-01-19,99,5.5,6.3,24,618,"Hale County This Morning, This Evening",112282,112282,0,100.0,0.0
516,490795,The Last Race,2018-01-22,99,2.3080000000000003,5.0,1,821,The Last Race,11947,11947,0,100.0,0.0
517,490816,On Her Shoulders,2018-01-20,99,2.838,5.4,4,711,On Her Shoulders,40145,28288,11857,70.5,29.5
518,491052,The Gospel According to André,2018-04-27,99,1.621,7.9,4,449,The Gospel According to André,454550,400713,53837,88.2,11.8
519,491080,Over the Limit,2018-10-05,99,0.636,8.0,8,880,Over the Limit,3243,3243,0,100.0,0.0
520,491418,Instant Family,2018-11-16,35,17.384,7.5,1105,54,Instant Family,120556201,67363237,53192964,55.9,44.1
521,491472,At Eternity's Gate,2018-11-16,18,15.421,6.9,674,208,At Eternity's Gate,11005713,2294915,8710798,20.9,79.1
522,491474,Skate Kitchen,2018-08-10,18,6.079,6.8,45,507,Skate Kitchen,287307,236799,50508,82.4,17.6
523,491584,Burning,2018-11-09,18,17.768,7.4,485,234,Burning,7558651,718991,6839660,9.5,90.5
524,492344,Daughter of Mine,2018-04-20,18,2.9219999999999997,6.3,27,473,Daughter of Mine,379010,10628,368382,2.8,97.2
525,492452,Ben Is Back,2018-12-07,18,11.353,6.7,406,220,Ben Is Back,10134204,3703184,6431020,36.5,63.5
526,492998,Puzzle,2018-07-27,18,6.778,6.7,49,315,Puzzle,2260946,2032018,228928,89.9,10.1
527,493003,A Boy. A Girl. A Dream,2018-01-22,10749,4.523,7.1,6,617,A Boy. A Girl. A Dream.,112552,112552,0,100.0,0.0
528,493014,Generation Wealth,2018-01-18,99,4.976,7.1,31,506,Generation Wealth,287709,237709,50000,82.6,17.4
529,493089,Chef Flynn,2018-01-23,99,2.984,6.3,3,664,Chef Flynn,69542,68407,1135,98.4,1.6
530,493092,Bad Reputation,2018-09-28,99,5.263999999999999,6.4,7,576,Bad Reputation,154190,148568,5622,96.4,3.6
531,493099,RBG,2018-05-04,99,10.417,7.8,145,183,RBG,14441292,14017361,423931,97.1,2.9
532,493101,Studio 54,2018-10-05,99,7.098,6.6,27,534,Studio 54,227062,199767,27295,88.0,12.0
533,493121,Science Fair,2018-09-14,99,4.095,7.2,9,512,Science Fair,277338,276195,1143,99.6,0.4
534,493551,Operation Finale,2018-08-29,18,11.933,6.7,338,175,Operation Finale,17612099,17612099,0,100.0,0.0
535,493620,Aiyaary,2018-02-16,28,3.963,5.5,25,585,Aiyaary,143108,0,143108,0.0,100.0
536,493922,Hereditary,2018-06-08,27,24.879,7.0,3138,80,Hereditary,79336821,44069456,35267365,55.5,44.5
537,494407,Pokémon the Movie: The Power of Us,2018-07-31,12,7.797999999999999,6.8,42,148,Pokémon the Movie: The Power of Us,23740788,789170,22951618,3.3,96.7
538,495946,In the Land of Pomegranates,2018-01-05,0,1.484,0.0,0,848,In the Land of Pomegranates,7014,7014,0,100.0,0.0
539,496076,Zero,2018-12-21,35,6.329,5.1,40,304,Zero,2595762,1035388,1560374,39.9,60.1
540,497802,Pandas,2018-04-06,99,3.627,6.8,6,249,Pandas,5819601,5757906,61695,98.9,1.1
541,497814,Breaking In,2018-05-13,28,10.61,5.8,350,103,Breaking In,51411620,46840590,4571030,91.1,8.9
542,497984,Monster Hunt 2,2018-02-14,12,2.7760000000000002,6.6,17,27,Monster Hunt 2,361682618,706153,360976465,0.2,99.8
543,497985,Wastelander,2018-02-02,878,3.06,4.0,6,663,Wastelander,70045,70045,0,100.0,0.0
544,498919,La Boda de Valentina,2018-02-09,35,2.532,6.3,7,207,La boda de Valentina,11021794,2783739,8238055,25.3,74.7
545,499319,Duck Butter,2018-04-27,18,11.103,5.5,96,849,Duck Butter,6877,6877,0,100.0,0.0
546,499556,An Elephant Sitting Still,2018-03-08,18,6.377999999999999,8.4,47,714,An Elephant Sitting Still,39599,32556,7043,82.2,17.8
547,499692,Ridge Runners,2018-01-19,80,2.943,2.5,2,751,Ridge Runners,26019,26019,0,100.0,0.0
548,500075,Desolation,2018-01-26,53,1.4569999999999999,5.0,5,789,Desolation,18490,18490,0,100.0,0.0
549,500475,SuperFly,2018-06-13,28,9.529,6.4,142,159,SuperFly,20780685,20545116,235569,98.9,1.1
550,500664,Upgrade,2018-06-01,28,21.213,7.3,1639,184,Upgrade,14377130,11977130,2400000,83.3,16.7
551,500850,The Silence of Others,2019-05-08,99,1.966,8.4,24,505,The Silence of Others,289455,67986,221469,23.5,76.5
552,500859,Black Mother,2018-03-01,99,2.6180000000000003,7.1,5,753,Black Mother,25919,18762,7157,72.4,27.6
553,500869,Viper Club,2018-10-26,53,5.052,6.3,10,679,Viper Club,60607,60607,0,100.0,0.0
554,501630,Summer '03,2018-09-28,35,10.186,5.9,70,823,Summer '03,11746,11746,0,100.0,0.0
555,502129,Garry Winogrand: All Things Are Photographable,2018-09-18,99,2.392,6.0,2,706,Garry Winogrand: All Things are Photographable,44002,44002,0,100.0,0.0
556,502132,People's Republic of Desire,2018-11-30,99,2.8339999999999996,6.5,3,804,People's Republic of Desire,15241,15241,0,100.0,0.0
557,502133,Social Animals,2018-03-09,99,3.1519999999999997,6.5,11,862,Social Animals,5007,5007,0,100.0,0.0
558,502137,Weed the People,2018-10-16,99,4.605,8.0,3,810,Weed the People,13926,13926,0,100.0,0.0
559,502138,The World Before Your Feet,2018-11-21,99,6.0,7.7,3,514,The World Before Your Feet,268644,268644,0,100.0,0.0
560,502168,Meow Wolf: Origin Story,2018-11-29,99,1.092,5.3,3,630,Meow Wolf: Origin Story,99488,99488,0,100.0,0.0
561,502188,Milford Graves Full Mantis,2018-07-13,99,2.2030000000000003,7.0,1,747,Milford Graves Full Mantis,26566,26566,0,100.0,0.0
562,502194,Narcissister Organ Player,2018-01-19,99,1.197,0.0,0,803,Narcissister Organ Player,15334,15334,0,100.0,0.0
563,502259,A Wizard's Tale,2018-09-14,12,8.581,5.9,22,254,A Wizard's Tale,5487261,2150,5485111,0.0,100.0
564,502354,The Gardener,2018-01-26,0,1.485,0.0,0,673,The Gardener,62734,62734,0,100.0,0.0
565,502426,Furlough,2018-03-16,35,5.4270000000000005,5.8,29,841,Furlough,8472,8472,0,100.0,0.0
566,502682,Book Club,2018-05-18,35,10.661,6.1,383,60,Book Club,104438188,68566296,35871892,65.7,34.3
567,502791,Bullitt County,2018-10-26,28,4.35,5.7,3,826,Bullitt County,11257,11257,0,100.0,0.0
568,503150,Eating Animals,2018-06-15,99,3.4789999999999996,7.3,8,577,Eating Animals,153993,149614,4379,97.2,2.8
569,503257,Pick of the Litter,2018-01-19,99,4.961,7.7,13,400,Pick of the Litter,763688,578717,184971,75.8,24.2
570,503314,Dragon Ball Super: Broly,2019-01-16,28,3.9410000000000003,7.5,890,58,Dragon Ball Super: Broly,114102821,30712119,83390702,26.9,73.1
571,503616,Second Act,2018-12-21,35,12.575999999999999,6.2,535,87,Second Act,72282227,39282227,33000000,54.3,45.7
572,503811,Like Arrows,2018-05-01,18,1.57,6.0,1,389,Like Arrows,928265,817990,110275,88.1,11.9
573,504172,The Mule,2018-12-14,80,22.003,6.6,2264,44,The Mule,174504407,103804407,70700000,59.5,40.5
574,505058,Unfriended: Dark Web,2018-07-20,27,12.529000000000002,6.2,529,178,Unfriended: Dark Web,16024987,8866745,7158242,55.3,44.7
575,505177,10x10,2018-04-13,53,12.577,5.2,270,667,10x10,68260,2263,65997,3.3,96.7
576,505192,Shoplifters,2018-11-23,80,18.684,8.0,697,90,Shoplifters,67998954,3313513,64685441,4.9,95.1
577,505262,My Hero Academia: Two Heroes,2018-09-25,16,12.626,8.0,228,158,My Hero Academia: Two Heroes,21022724,5754556,15268168,27.4,72.6
578,506398,LIV,2018-02-19,35,0.6,0.0,0,165,Detective K: Secret of the Living Dead,18603476,104013,18499463,0.6,99.4
579,506398,LIV,2018-02-19,35,0.6,0.0,0,282,The Oscar Nominated Short Films 2018: Live Action,3511123,3508777,2346,99.9,0.0
580,506398,LIV,2018-02-19,35,0.6,0.0,0,283,The Metropolitan Opera HD Live: Puccini: Tosca,3473616,2023749,1449867,58.3,41.7
581,506398,LIV,2018-02-19,35,0.6,0.0,0,330,The Metropolitan Opera HD Live: Verdi: La Traviata,1982588,1882931,99657,95.0,5.0
582,506398,LIV,2018-02-19,35,0.6,0.0,0,337,The Metropolitan Opera HD Live: Puccini: La Bohème,1764201,1764201,0,100.0,0.0
583,506398,LIV,2018-02-19,35,0.6,0.0,0,338,The Metropolitan Opera HD Live: Massenet: Cendrillon,1747259,1243306,503953,71.2,28.8
584,506398,LIV,2018-02-19,35,0.6,0.0,0,345,The Metropolitan Opera HD Live: Verdi: Aida,1595902,1595902,0,100.0,0.0
585,506398,LIV,2018-02-19,35,0.6,0.0,0,360,The Metropolitan Opera HD Live: Rossini: Semiramide,1332900,1033651,299249,77.5,22.5
586,506398,LIV,2018-02-19,35,0.6,0.0,0,361,The Metropolitan Opera HD Live: Mozart: Così fan tutte,1302949,1302949,0,100.0,0.0
587,506398,LIV,2018-02-19,35,0.6,0.0,0,368,The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,1195758,1195758,0,100.0,0.0
588,506398,LIV,2018-02-19,35,0.6,0.0,0,369,The Metropolitan Opera HD Live: Verdi: Luisa Miller,1166858,1166858,0,100.0,0.0
589,506398,LIV,2018-02-19,35,0.6,0.0,0,373,The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,1115018,1115018,0,100.0,0.0
590,506398,LIV,2018-02-19,35,0.6,0.0,0,376,The Metropolitan Opera HD Live: Puccini: La Fanciulla del West,1023233,1023233,0,100.0,0.0
591,506398,LIV,2018-02-19,35,0.6,0.0,0,379,National Theatre Live: Antony & Cleopatra,998079,83672,914407,8.4,91.6
592,506398,LIV,2018-02-19,35,0.6,0.0,0,394,The Metropolitan Opera HD Live: Nico Muhly: Marnie,865551,849710,15841,98.2,1.8
593,506398,LIV,2018-02-19,35,0.6,0.0,0,423,"DCI 2019: Big, Loud & Live 16",603320,603320,0,100.0,0.0
594,506398,LIV,2018-02-19,35,0.6,0.0,0,445,Puffs: Filmed Live Off Broadway,464483,464483,0,100.0,0.0
595,506398,LIV,2018-02-19,35,0.6,0.0,0,490,The Bolshoi Ballet: Live From Moscow - The Nutcracker,323928,323928,0,100.0,0.0
596,506398,LIV,2018-02-19,35,0.6,0.0,0,495,The Bolshoi Ballet: Live From Moscow - Romeo and Juliet,313088,313088,0,100.0,0.0
597,506398,LIV,2018-02-19,35,0.6,0.0,0,499,The Bolshoi Ballet: Live From Moscow - Giselle,302681,302681,0,100.0,0.0
598,506398,LIV,2018-02-19,35,0.6,0.0,0,508,But Deliver Us from Evil,285169,285169,0,100.0,0.0
599,506398,LIV,2018-02-19,35,0.6,0.0,0,519,Eating You Alive,260534,260534,0,100.0,0.0
600,506398,LIV,2018-02-19,35,0.6,0.0,0,537,The Metropolitan Opera HD Live: Puccini: Turandot,219619,172627,46992,78.6,21.4
601,506398,LIV,2018-02-19,35,0.6,0.0,0,547,The Bolshoi Ballet: Live From Moscow - Coppélia,202217,202217,0,100.0,0.0
602,506398,LIV,2018-02-19,35,0.6,0.0,0,555,The Bolshoi Ballet: Live From Moscow - Don Quixote,187946,187946,0,100.0,0.0
603,506398,LIV,2018-02-19,35,0.6,0.0,0,558,National Theatre Live: King Lear,185305,185305,0,100.0,0.0
