movie_id,title,release_date,genre_ids,popularity,vote_avg,vote_count,genre_id,genre,Rank,Name,Total_Rev,Domestic_Rev,Foreign_Rev,Foreign_Percent,Domestic_Percent
370756,"Always at The Carlyle",2018-05-11,99,3.241,7,3,99,Documentary,563,"Always at The Carlyle",174251,174251,0,100,0
544431,"The Clovehitch Killer",2018-11-16,80,9.251,6.4,192,80,Crime,566,"The Clovehitch Killer",167994,8208,159786,4.9,95.1
510737,"The Samuel Project",2018-10-05,0,1.558,0,0,0,,571,"The Samuel Project",161565,161565,0,100,0
436120,"Lu Over the Wall",2018-05-11,12,3.721,7.6,36,12,Adventure,572,"Lu Over the Wall",161253,109857,51396,68.1,31.9
514758,"The Last Resort",2018-01-23,99,1.813,7.5,2,99,Documentary,574,"The Last Resort",158646,158646,0,100,0
493092,"Bad Reputation",2018-09-28,99,5.264,6.4,7,99,Documentary,576,"Bad Reputation",154190,148568,5622,96.4,3.6
503150,"Eating Animals",2018-06-15,99,3.479,7.3,8,99,Documentary,577,"Eating Animals",153993,149614,4379,97.2,2.8
468287,Hannah,2018-03-09,18,2.295,5.9,29,18,Drama,582,Hannah,146325,11700,134625,8,92
521985,Hannah,2018-05-01,27,0.6,3,1,27,Horror,582,Hannah,146325,11700,134625,8,92
489987,"The Price of Everything",2018-01-19,99,3.062,7.8,12,99,Documentary,584,"The Price of Everything",144446,87400,57046,60.5,39.5
493620,Aiyaary,2018-02-16,28,3.963,5.5,25,28,Action,585,Aiyaary,143108,0,143108,0,100
456086,"Support the Girls",2018-08-24,18,7.939,6.2,68,18,Drama,587,"Support the Girls",139550,129124,10426,92.5,7.5
448677,"Head Full of Honey",2018-11-30,18,6.48,6.6,19,18,Drama,588,"Head Full of Honey",138844,12350,126494,8.9,91.1
529237,"Mantra: Sounds Into Silence",2017-06-02,99,0.888,4,1,99,Documentary,590,"Mantra: Sounds Into Silence",135684,115013,20671,84.8,15.2
426618,"Where Hands Touch",2018-09-14,18,9.571,7.6,131,18,Drama,601,"Where Hands Touch",128269,67743,60526,52.8,47.2
539199,"The Great Buster: A Celebration",2018-10-05,99,3.322,7.1,8,99,Documentary,603,"The Great Buster: A Celebration",125807,118344,7463,94.1,5.9
472226,"Blood Fest",2018-03-09,35,8.368,5.4,79,35,Comedy,607,"Blood Fest",122833,82774,40059,67.4,32.6
426251,"Love After Love",2018-03-30,18,3.449,5.8,7,18,Drama,609,"Love After Love",121098,121098,0,100,0
490758,"Bisbee '17",2018-09-05,99,5.682,8,7,99,Documentary,611,"Bisbee '17",117470,117470,0,100,0
442709,Nostalgia,2018-02-16,18,5.568,6.5,13,18,Drama,613,Nostalgia,114603,114603,0,100,0
431491,Bodied,2018-11-02,35,6.189,7.9,47,35,Comedy,615,Bodied,113956,113956,0,100,0
458080,Filmworker,2018-05-11,99,4.936,7.3,27,99,Documentary,616,Filmworker,112828,102609,10219,90.9,9.1
490785,"Hale County This Morning, This Evening",2018-01-19,99,5.5,6.3,24,99,Documentary,618,"Hale County This Morning, This Evening",112282,112282,0,100,0
489471,"The Dawn Wall",2018-03-11,12,5.804,8.3,104,12,Adventure,619,"The Dawn Wall",112191,112191,0,100,0
547454,"Never Heard",2018-11-01,18,3.935,7.8,6,18,Drama,626,"Never Heard",105271,105271,0,100,0
483435,"All About Nina",2018-09-28,35,6.22,6.8,19,35,Comedy,629,"All About Nina",100335,100335,0,100,0
502168,"Meow Wolf: Origin Story",2018-11-29,99,1.092,5.3,3,99,Documentary,630,"Meow Wolf: Origin Story",99488,99488,0,100,0
524141,"Reign of Judges: Title of Liberty - Concept Short",2018-03-15,28,1.586,0,0,28,Action,631,"Reign of Judges: Title of Liberty - Concept Short",98408,93224,5184,94.7,5.3
526047,"Godspeed: The Race Across America",2018-05-22,0,0.6,0,0,0,,633,"Godspeed: The Race Across America",96690,96690,0,100,0
457955,"The Night Eats the World",2018-07-13,18,7.161,5.8,209,18,Drama,634,"The Night Eats the World",95208,0,95208,0,100
422708,"Let the Corpses Tan",2018-08-31,53,2.97,6.2,41,53,Thriller,635,"Let the Corpses Tan",93409,93409,0,100,0
489985,"Minding the Gap",2018-01-21,99,9.035,7.9,61,99,Documentary,638,"Minding the Gap",90328,11998,78330,13.3,86.7
534344,"Running for Grace",2018-08-17,10749,6.479,6.8,24,10749,Romance,639,"Running for Grace",89988,89988,0,100,0
473262,"Nico, 1988",2018-07-04,18,4.47,7.2,43,18,Drama,644,"Nico, 1988",83558,73304,10254,87.7,12.3
396373,"Woman Walks Ahead",2018-04-25,18,7.155,6.9,64,18,Drama,648,"Woman Walks Ahead",80912,57528,23384,71.1,28.9
480853,Nancy,2018-06-08,9648,6.68,5.8,28,9648,Mystery,649,Nancy,80115,80115,0,100,0
490778,Parchi,2018-01-12,28,1.96,10,1,28,Action,653,Parchi,77110,69431,7679,90,10
514976,93Queen,2018-01-01,99,2.583,7,1,99,Documentary,654,93Queen,76056,76056,0,100,0
541342,"The Riot Act",2018-09-14,53,3.713,6,1,53,Thriller,656,"The Riot Act",75506,75506,0,100,0
523798,"Above and Beyond: NASA's Journey to Tomorrow",2018-10-13,99,3.536,7.3,3,99,Documentary,657,"Above and Beyond: NASA's Journey to Tomorrow",74711,74711,0,100,0
449848,"The Boy Downstairs",2018-02-16,10749,3.677,5.8,19,10749,Romance,658,"The Boy Downstairs",73988,13638,60350,18.4,81.6
497985,Wastelander,2018-02-02,878,3.06,4,6,878,"Science Fiction",663,Wastelander,70045,70045,0,100,0
493089,"Chef Flynn",2018-01-23,99,2.984,6.3,3,99,Documentary,664,"Chef Flynn",69542,68407,1135,98.4,1.6
472805,"Outside In",2018-03-30,18,5.541,6.6,27,18,Drama,665,"Outside In",68492,68492,0,100,0
505177,10x10,2018-04-13,53,12.577,5.2,270,53,Thriller,667,10x10,68260,2263,65997,3.3,96.7
513789,"The Doctor From India",2018-02-02,99,0.6,0,0,99,Documentary,669,"The Doctor from India",67136,67136,0,100,0
522866,"Searching for Ingmar Bergman",2018-11-02,99,2.618,5.7,7,99,Documentary,671,"Searching for Ingmar Bergman",64742,36686,28056,56.7,43.3
502354,"The Gardener",2018-01-26,0,1.485,0,0,0,,673,"The Gardener",62734,62734,0,100,0
548754,"River Runs Red",2018-11-09,53,7,4.9,20,53,Thriller,675,"River Runs Red",61789,9893,51896,16,84
484355,"Here and Now",2018-11-09,18,7.55,4.9,22,18,Drama,676,"Here and Now",61271,13892,47379,22.7,77.3
490005,"Never Goin' Back",2018-08-03,35,5.946,6.5,34,35,Comedy,677,"Never Goin' Back",61271,61271,0,100,0
467917,"A Kid Like Jake",2018-06-01,18,8.835,6.2,47,18,Drama,678,"A Kid Like Jake",60784,58403,2381,96.1,3.9
500869,"Viper Club",2018-10-26,53,5.052,6.3,10,53,Thriller,679,"Viper Club",60607,60607,0,100,0
385955,"Where Is Kyra?",2018-04-06,18,5.163,5.8,25,18,Drama,680,"Where Is Kyra?",59717,59717,0,100,0
514558,Cynthia,2018-08-31,35,3.225,5.2,6,35,Comedy,684,Cynthia,58177,58177,0,100,0
546565,"In Search of Greatness",2018-11-02,99,2.603,7,1,99,Documentary,685,"In Search of Greatness",58090,58090,0,100,0
523866,"American Dream: Detroit",2018-05-01,99,0.622,0,0,99,Documentary,688,"American Dream: Detroit",55092,55092,0,100,0
516321,"The Assassin's Code",2018-05-11,28,6.958,5.5,14,28,Action,691,"The Assassin's Code",53940,11218,42722,20.8,79.2
523604,"The Legend of Hallowaiian",2018-10-18,28,1.809,0,0,28,Action,692,"The Legend of Hallowaiian",53738,451,53287,0.8,99.2
481370,Bigger,2018-10-13,18,3.469,6,13,18,Drama,697,Bigger,51684,46382,5302,89.7,10.3
322520,Hal,2018-01-22,99,3.585,0,1,99,Documentary,700,Hal,49045,48698,347,99.3,0.7
474753,"The China Hustle",2018-03-30,99,3.783,7.8,33,99,Documentary,701,"The China Hustle",48650,48650,0,100,0
461844,Liyana,2018-10-10,16,1.589,0,2,16,Animation,705,Liyana,44045,44045,0,100,0
502129,"Garry Winogrand: All Things Are Photographable",2018-09-18,99,2.392,6,2,99,Documentary,706,"Garry Winogrand: All Things are Photographable",44002,44002,0,100,0
439988,"Hitler's Hollywood",2018-04-11,99,1.4,6.1,9,99,Documentary,707,"Hitler's Hollywood",43766,43766,0,100,0
407719,"Golden Exits",2018-02-09,18,3.613,6.3,26,18,Drama,709,"Golden Exits",41888,41888,0,100,0
471429,"Blue Iguana",2018-08-24,28,7.839,6.4,36,28,Action,710,"Blue Iguana",41050,0,41050,0,100
490816,"On Her Shoulders",2018-01-20,99,2.838,5.4,4,99,Documentary,711,"On Her Shoulders",40145,28288,11857,70.5,29.5
414454,Submission,2018-03-02,18,3.52,6.5,13,18,Drama,713,Submission,39985,39985,0,100,0
499556,"An Elephant Sitting Still",2018-03-08,18,6.378,8.4,47,18,Drama,714,"An Elephant Sitting Still",39599,32556,7043,82.2,17.8
543089,"Divide and Conquer: The Story of Roger Ailes",2018-12-07,99,4.328,7.3,5,99,Documentary,716,"Divide and Conquer: The Story of Roger Ailes",38510,38510,0,100,0
516237,"Gray Matter",2018-05-15,878,4.719,5.3,9,878,"Science Fiction",719,"Gray Matter",38034,38034,0,100,0
10148,Krystal,2018-04-13,35,4.557,4.6,25,35,Comedy,721,Krystal,37516,37516,0,100,0
439079,"The Nun",2018-09-07,27,25.543,5.6,3262,27,Horror,734,"The Nun",32659,30245,2414,92.6,7.4
430450,"Sollers Point",2018-05-11,18,3.114,5.4,8,18,Drama,735,"Sollers Point",32608,32608,0,100,0
519335,Goodland,2018-05-11,80,0.6,4,1,80,Crime,736,Goodland,32140,32140,0,100,0
549154,Moynihan,2018-10-03,99,1.801,0,0,99,Documentary,737,Moynihan,31970,31970,0,100,0
367153,"Poor Boy",2018-07-13,18,2.668,5,3,18,Drama,738,"Poor Boy",31031,31031,0,100,0
512230,"Charm City",2018-04-22,99,3.282,9,1,99,Documentary,741,"Charm City",29335,29335,0,100,0
446695,"An Evening with Beverly Luff Linn",2018-10-19,35,7.884,6.2,33,35,Comedy,746,"An Evening with Beverly Luff Linn",27359,6701,20658,24.5,75.5
502188,"Milford Graves Full Mantis",2018-07-13,99,2.203,7,1,99,Documentary,747,"Milford Graves Full Mantis",26566,26566,0,100,0
470894,"At First Light",2018-03-10,878,9.387,6,51,878,"Science Fiction",748,"At First Light",26338,3292,23046,12.5,87.5
499692,"Ridge Runners",2018-01-19,80,2.943,2.5,2,80,Crime,751,"Ridge Runners",26019,26019,0,100,0
500859,"Black Mother",2018-03-01,99,2.618,7.1,5,99,Documentary,753,"Black Mother",25919,18762,7157,72.4,27.6
436355,Vazante,2018-01-12,18,0.898,8.2,9,18,Drama,754,Vazante,25091,23884,1207,95.2,4.8
518514,"An Elephant's Journey",2018-04-16,12,2.491,3.8,4,12,Adventure,755,"An Elephant's Journey",24844,24844,0,100,0
287523,"Death House",2018-02-28,27,4.063,3.1,19,27,Horror,758,"Death House",23833,23833,0,100,0
515651,"Letter from Masanjia",2018-09-14,99,2.058,8,1,99,Documentary,759,"Letter from Masanjia",23481,23481,0,100,0
474464,"The Judge",2018-04-13,99,0.737,7.5,2,99,Documentary,760,"The Judge",23127,22257,870,96.2,3.8
460048,"Heavy Trip",2018-10-05,35,6.418,7.2,56,35,Comedy,762,"Heavy Trip",22460,10153,12307,45.2,54.8
490071,"Half the Picture",2018-06-08,99,3.409,5,4,99,Documentary,766,"Half the Picture",21589,21589,0,100,0
454312,Tyrel,2018-12-05,35,5.255,6.2,9,35,Comedy,768,Tyrel,21456,21456,0,100,0
434674,"The Happys",2018-03-16,18,0.6,0,0,18,Drama,770,"The Happys",21108,21108,0,100,0
453354,Ava,2017-11-14,18,3.189,6.1,68,18,Drama,771,Ava,20940,20940,0,100,0
440424,"Freak Show",2018-01-12,35,6.484,7.3,58,35,Comedy,773,"Freak Show",20657,19696,961,95.3,4.7
512404,"Ice Dragon: Legend of the Blue Daisies",2018-03-24,12,1.656,8.4,4,12,Adventure,774,"Ice Dragon: Legend of the Blue Daisies",20549,20549,0,100,0
457775,"The Devil and Father Amorth",2018-04-20,99,4.677,5.4,52,99,Documentary,775,"The Devil and Father Amorth",20449,20449,0,100,0
373209,"Izzy Gets the F*ck Across Town",2018-06-22,35,4.381,6.1,24,35,Comedy,776,"Izzy Gets the F*ck Across Town",20208,20208,0,100,0
458203,Apocalypsis,2018-03-17,0,1.327,7.5,3,0,,777,Apocalypsis,20052,20052,0,100,0
521862,"Active Measures",2018-08-31,99,6.363,8.3,11,99,Documentary,780,"Active Measures",19862,19862,0,100,0
324538,"Damascus Cover",2018-07-20,9648,5.006,5.6,26,9648,Mystery,781,"Damascus Cover",19532,0,19532,0,100
466410,"Who We Are Now",2018-05-25,18,3.738,5.6,14,18,Drama,782,"Who We Are Now",19128,19128,0,100,0
437583,November,2018-02-23,18,1.958,7.7,45,18,Drama,783,November,19084,19084,0,100,0
489983,"Crime + Punishment",2018-01-19,99,2.417,5,1,99,Documentary,786,"Crime + Punishment",18644,18644,0,100,0
432165,"The Pagan King",2018-09-14,36,3.252,6.4,20,36,History,787,"The Pagan King",18598,0,18598,0,100
500075,Desolation,2018-01-26,53,1.457,5,5,53,Thriller,789,Desolation,18490,18490,0,100,0
489995,"306 Hollywood",2018-01-18,99,2.191,6.5,2,99,Documentary,790,"306 Hollywood",18399,18399,0,100,0
555453,Detour,2018-08-03,12,0.6,0,0,12,Adventure,797,Detour,16172,16172,0,100,0
478427,"Postcards from London",2018-11-09,18,1.891,5.8,10,18,Drama,801,"Postcards from London",15548,5312,10236,34.2,65.8
502194,"Narcissister Organ Player",2018-01-19,99,1.197,0,0,99,Documentary,803,"Narcissister Organ Player",15334,15334,0,100,0
502132,"People's Republic of Desire",2018-11-30,99,2.834,6.5,3,99,Documentary,804,"People's Republic of Desire",15241,15241,0,100,0
543208,"Trust Machine: The Story of Blockchain",2018-10-26,99,2.385,0,0,99,Documentary,805,"Trust Machine: The Story of Blockchain",14905,14905,0,100,0
451204,"The Last Movie Star",2018-03-30,18,4.512,6.4,36,18,Drama,808,"The Last Movie Star",14410,14410,0,100,0
474487,"Chasing the Blues",2018-10-05,35,0.6,0,0,35,Comedy,809,"Chasing the Blues",14030,14030,0,100,0
502137,"Weed the People",2018-10-16,99,4.605,8,3,99,Documentary,810,"Weed the People",13926,13926,0,100,0
378631,"Like Me",2018-01-25,80,2.408,5.9,21,80,Crime,813,"Like Me",12965,12965,0,100,0
509999,"American Socialist: The Life and Times of Eugene Victor Debs",2018-03-02,99,0.662,7,1,99,Documentary,815,"American Socialist: The Life and Times of Eugene Victor Debs",12609,12609,0,100,0
488740,"Of Fathers and Sons",2018-11-16,99,1.835,6.8,21,99,Documentary,816,"Of Fathers and Sons",12579,12579,0,100,0
530454,"American Chaos",2018-09-14,99,4.798,6.5,8,99,Documentary,818,"American Chaos",12368,12368,0,100,0
490795,"The Last Race",2018-01-22,99,2.308,5,1,99,Documentary,821,"The Last Race",11947,11947,0,100,0
501630,"Summer '03",2018-09-28,35,10.186,5.9,70,35,Comedy,823,"Summer '03",11746,11746,0,100,0
502791,"Bullitt County",2018-10-26,28,4.35,5.7,3,28,Action,826,"Bullitt County",11257,11257,0,100,0
550503,"The Advocates",2018-09-22,99,1.214,0,0,99,Documentary,830,"The Advocates",10402,10402,0,100,0
440095,"El Mar La Mar",2018-02-23,99,0.6,10,2,99,Documentary,833,"El Mar La Mar",9065,9065,0,100,0
531165,"Zoo Wars",2018-04-20,16,1.96,3.5,4,16,Animation,835,"Zoo Wars",8998,8998,0,100,0
463258,"Colossal Youth",2018-08-03,35,2.383,0,0,35,Comedy,837,"Colossal Youth",8968,8331,637,92.9,7.1
520930,"Summer of '67",2018-06-29,18,2.164,6.8,2,18,Drama,838,"Summer of '67",8941,8941,0,100,0
502426,Furlough,2018-03-16,35,5.427,5.8,29,35,Comedy,841,Furlough,8472,8472,0,100,0
525662,Spiral,2018-06-22,99,0.676,0,0,99,Documentary,842,Spiral,8190,8190,0,100,0
554633,Spiral,2018-10-16,53,2.048,7,1,53,Thriller,842,Spiral,8190,8190,0,100,0
554110,"In Echo Park",2018-02-23,80,2.228,7.3,3,80,Crime,847,"In Echo Park",7072,7072,0,100,0
495946,"In the Land of Pomegranates",2018-01-05,0,1.484,0,0,0,,848,"In the Land of Pomegranates",7014,7014,0,100,0
499319,"Duck Butter",2018-04-27,18,11.103,5.5,96,18,Drama,849,"Duck Butter",6877,6877,0,100,0
531164,"Calling All Earthlings",2018-08-28,99,1.96,7,1,99,Documentary,850,"Calling All Earthlings",6756,6756,0,100,0
516088,"I Am MLK Jr.",2018-04-04,99,1.875,0,0,99,Documentary,854,"I Am MLK Jr.",5918,5918,0,100,0
434596,"An Actor Prepares",2018-08-31,35,4.955,6.3,15,35,Comedy,855,"An Actor Prepares",5891,1743,4148,29.6,70.4
395948,"Are We Not Cats",2018-02-23,27,1.255,6.5,7,27,Horror,856,"Are We Not Cats",5518,5518,0,100,0
334546,"In Searching",2018-12-04,12,0.6,0,0,12,Adventure,858,"In Searching",5210,5210,0,100,0
393425,Intersection,2018-06-15,80,1.54,0,1,80,Crime,859,Intersection,5116,5116,0,100,0
527716,"The Texture of Falling",2018-06-01,18,2.748,9,1,18,Drama,861,"The Texture of Falling",5010,5010,0,100,0
502133,"Social Animals",2018-03-09,99,3.152,6.5,11,99,Documentary,862,"Social Animals",5007,5007,0,100,0
506407,"Social Animals",2018-06-01,35,7.538,6.4,39,35,Comedy,862,"Social Animals",5007,5007,0,100,0
450484,"An L.A. Minute",2018-08-24,0,1.707,0,0,0,,863,"An L.A. Minute",5004,5004,0,100,0
457243,"The Long Dumb Road",2018-11-09,35,4.967,5.7,27,35,Comedy,865,"The Long Dumb Road",4667,4667,0,100,0
435557,"The Party's Just Beginning",2018-12-07,18,5.02,6.9,24,18,Drama,868,"The Party's Just Beginning",4371,4145,226,94.8,5.2
489327,"Stella's Last Weekend",2018-10-12,35,4.496,7.4,11,35,Comedy,870,"Stella's Last Weekend",4215,4215,0,100,0
483315,Armed,2018-09-14,28,4.744,4.3,9,28,Action,871,Armed,3948,3948,0,100,0
548786,"American Dresser",2018-09-21,12,4.691,5.7,7,12,Adventure,872,"American Dresser",3895,3895,0,100,0
514748,Fourplay,2018-03-30,35,2.364,5,2,35,Comedy,876,Fourplay,3550,3550,0,100,0
445147,"The Cage Fighter",2018-02-02,28,1.375,6.7,3,28,Action,878,"The Cage Fighter",3392,3392,0,100,0
465155,Followers,2018-03-28,53,1.804,6,6,53,Thriller,879,Followers,3350,3350,0,100,0
491080,"Over the Limit",2018-10-05,99,0.636,8,8,99,Documentary,880,"Over the Limit",3243,3243,0,100,0
488637,"Game Changers",2018-06-29,99,2.291,7.8,4,99,Documentary,881,"Game Changers",3142,3142,0,100,0
517892,Nana,2018-04-13,99,0.6,0,0,99,Documentary,883,Nana,2784,2784,0,100,0
454904,"Straight Into a Storm",2018-06-15,99,0.6,0,0,99,Documentary,884,"Straight Into a Storm",2684,2684,0,100,0
458823,"Acorn and the Firestorm",2018-04-06,36,0.6,5,1,36,History,885,"ACORN and the Firestorm",2621,2621,0,100,0
404782,"Altered Perception",2018-05-04,878,1.357,6.5,3,878,"Science Fiction",892,"Altered Perception",1259,1259,0,100,0
513324,"Higher Power",2018-05-11,28,5.029,5.1,49,28,Action,898,"Higher Power",528,528,0,100,0
613795,"Dog Days",2018-10-13,35,1.214,0,0,35,Comedy,240,"Dog Days",6819044,6809080,9964,99.9,0.1
559515,"Made for More",2018-01-01,99,0.6,0,0,99,Documentary,294,"Made for More",2999134,2999134,0,100,0
608209,Beast,2018-10-24,0,0.6,0,0,0,,339,Beast,1744071,800365,943706,45.9,54.1
603942,Boundaries,2018-05-01,0,0.6,0,0,0,,402,Boundaries,755977,703438,52539,93.1,6.9
568944,"Status Update",2018-08-04,0,1.497,0,0,0,,460,"Status Update",416178,4764,411414,1.1,98.9
561594,Twiceland,2018-12-07,10402,0.6,6,1,10402,Music,557,Twiceland,186078,52874,133204,28.4,71.6
601369,Nostalgia,2018-09-22,9648,1.461,0,0,9648,Mystery,613,Nostalgia,114603,114603,0,100,0
617221,"Touch Me Not",2018-08-03,10749,0.6,0,0,10749,Romance,655,"Touch Me Not",75507,13782,61725,18.3,81.7
557660,"Making The Five Heartbeats",2018-08-27,99,0.687,0,0,99,Documentary,668,"Making the Five Heartbeats",67415,67415,0,100,0
589665,"Out on Stage",2018-07-24,0,0.6,0,0,0,,798,"Out on Stage",15623,15623,0,100,0
557179,"The Lost Village",2018-10-19,99,1.217,0,0,99,Documentary,888,"The Lost Village",1780,1780,0,100,0
557182,"TVTV: Video Revolutionaries",2018-10-19,99,0.6,0,0,99,Documentary,897,"TVTV: Video Revolutionaries",812,812,0,100,0
